,_id,game_title,sub_title,game_system,genre,now_playing,game_status,game_hours,game_minutes,playtime_calc,add_date,start_date,beat_date,complete_date,game_notes
566,G0567,Monster Boy and the Cursed Kingdom,,Switch,Platformer,N,Not Started,,,,2020-12-24 12:00:00,,,,
567,G0568,New Super Mario Bros. U Deluxe,,Switch,Platformer,N,Not Started,,,,2019-11-28 16:00:00,,,,
568,G0569,Oninaki,,Switch,JRPG,N,Wish List,,,,,,,,
569,G0570,Super Mario Maker 2,,Switch,Platformer,N,Wish List,,,,,,,,
570,G0571,Super Meat Boy Forever,,Switch,Platformer,N,Wish List,,,,,,,,
571,G0572,The Legend of Zelda: Link's Awakening,,Switch,Action-adventure,N,Wish List,,,,,,,,
572,G0573,Town,,Switch,Simulation,N,Wish List,,,,,,,,
573,G0574,Fire Emblem Warriors,,Switch,Hack & Slash,N,Infinite,65.0,0.0,Actual,2017-10-28 16:00:00,2017-10-28 16:00:00,2017-10-31 16:00:00,,
574,G0575,The Legend of Zelda: Breath of the Wild,,Switch,Action-adventure,Y,Beaten,30.0,0.0,Actual,2017-10-28 16:00:00,2017-10-29 16:00:00,2018-11-12 16:00:00,,
575,G0576,Titan Quest Anniversary Edition,,Steam,Action RPG,N,Infinite,,,,2017-11-15 16:00:00,2017-11-15 16:00:00,,,
576,G0577,Project Cars 2,,PS4,Racing,N,Completed,,,,2017-11-30 16:00:00,2017-11-30 16:00:00,2018-03-06 16:00:00,2018-04-19 16:00:00,
577,G0578,Town of Salem,,Steam,RPG,N,Infinite,,,,2017-11-30 16:00:00,,,,
578,G0579,Chroma Squad,,Steam,Tactical RPG,N,Not Started,,,,2017-12-31 16:00:00,,,,
579,G0580,ShellShock Live,,Steam,Turn-based strategy,N,Not Started,,,,2017-12-31 16:00:00,,,,
580,G0581,Snakebird,,Steam,Puzzle,N,Not Started,,,,2017-12-31 16:00:00,,,,
581,G0582,Throne of Lies,,Steam,RPG,N,Infinite,,,,2017-12-31 16:00:00,,,,
582,G0583,Golf Story,,Switch,Sports,N,Completed,15.0,0.0,Actual,2018-03-11 16:00:00,2018-03-11 16:00:00,2018-03-30 16:00:00,2018-03-30 16:00:00,
583,G0584,Rocket League,,Switch,Sports,N,Infinite,115.0,0.0,Actual,2018-03-11 16:00:00,,,,
584,G0585,SUPER BOMBERMAN R,,Switch,Action,N,Beaten,5.0,0.0,Actual,2018-03-11 16:00:00,2018-04-08 16:00:00,2018-04-08 16:00:00,,
585,G0586,Burnout Paradise Remastered,,PS4,Racing,N,Completed,,,,2018-04-28 16:00:00,2018-05-13 16:00:00,2018-05-19 16:00:00,2018-05-28 16:00:00,
586,G0587,MapleStory 2,,PC,MMORPG,N,Infinite,,,,2018-05-10 16:00:00,,,,
587,G0588,Wonder Boy: The Dragon's Trap,,Switch,Platformer,N,Not Started,,0.0,,2018-05-20 16:00:00,,,,
588,G0589,Gran Turismo Sport,,PS4,Racing,N,Beaten,23.0,0.0,Actual,2018-06-13 16:00:00,2019-01-19 16:00:00,2019-05-14 16:00:00,,Multiplayer trophies will be tough...
589,G0590,Splatoon 2,,Switch,TPS,N,Started,25.0,0.0,Actual,2018-06-14 16:00:00,2018-06-14 16:00:00,,,
590,G0591,Assault Android Cactus,,Steam,Shoot 'em up,N,Not Started,,,,2018-06-21 16:00:00,,,,
591,G0592,Enter the Gungeon,,Steam,Roguelike,N,Not Started,,,,2018-06-21 16:00:00,,,,
592,G0593,Rayman Origins,,Steam,Platformer,N,Not Started,,,,2018-06-21 16:00:00,,,,
593,G0594,Undertale,,Steam,RPG,Y,Started,,,,2018-06-21 16:00:00,2019-11-15 16:00:00,,,
594,G0595,Mario Tennis Aces,,Switch,Sports,N,Completed,30.0,0.0,Actual,2018-06-23 16:00:00,2018-06-23 16:00:00,2018-06-23 16:00:00,2018-06-23 16:00:00,
595,G0596,Beat Saber,,Steam,Rhythm,N,Infinite,,,,2018-07-19 16:00:00,2018-07-19 16:00:00,,,
596,G0597,Horizon Zero Dawn: Complete Edition,,PS4,Action RPG,N,Not Started,,,,2018-08-25 16:00:00,,,,
597,G0598,Steredenn,,Steam,Shoot 'em up,N,Not Started,,,,2018-09-30 16:00:00,,,,
598,G0599,Forza Horizon 4,,XB1,Racing,N,Completed,,,,2018-10-02 16:00:00,2018-10-02 16:00:00,2018-10-13 16:00:00,2018-11-30 16:00:00,Placements.
599,G0600,Call of Duty: Black Ops 4,,XB1,FPS,Y,Beaten,,,,2018-10-28 16:00:00,2018-10-30 16:00:00,2018-10-30 16:00:00,,It's in the tray.
600,G0601,Forza Horizon 2,,XB1,Racing,N,Beaten,,,,2018-10-29 16:00:00,2018-10-31 16:00:00,2018-11-05 16:00:00,,Terrible event structure.
601,G0602,STEEP,,PS4,Sports,N,Not Started,,,,2018-11-03 16:00:00,,,,
602,G0603,Gravel,,XB1,Racing,N,Completed,,,,2018-11-21 16:00:00,2018-11-24 16:00:00,2018-11-24 16:00:00,2018-11-25 16:00:00,Gravely.
603,G0604,Okami HD,,Switch,Action-adventure,N,Not Started,,0.0,,2018-11-23 16:00:00,,,,
604,G0605,Crash Bandicoot N. Sane Trilogy,,XB1,Platformer,Y,Started,,,,2018-11-29 16:00:00,2019-05-16 16:00:00,,,Crash!
605,G0606,Gears of War 4,,XB1,TPS,N,Beaten,,,,2018-12-03 16:00:00,2018-12-03 16:00:00,2018-12-05 16:00:00,,
606,G0607,Super Smash Bros. Ultimate,,Switch,Fighting,Y,Started,15.0,0.0,,2018-12-16 16:00:00,2018-12-16 16:00:00,,,
607,G0608,Cities: Skylines,,Steam,Simulation,N,Infinite,,,,2018-12-20 16:00:00,,,,
608,G0609,Momodora: Reverie UnderÂ the Moonlight,,Steam,Metroidvania,N,Not Started,,,,2018-12-20 16:00:00,,,,
609,G0610,TINY METAL,,Steam,Turn-based tactics,N,Beaten,,,,2018-12-20 16:00:00,2020-08-24 16:00:00,2020-08-27 16:00:00,,
610,G0611,"Pokemon: Let''s Go, Pikachu!",,Switch,RPG,N,Completed,30.0,0.0,,2018-12-28 16:00:00,2018-12-28 16:00:00,2019-01-03 16:00:00,2019-01-06 16:00:00,
611,G0612,Octopath Traveler,,Switch,JRPG,N,Not Started,,,,2019-01-09 16:00:00,,,,
612,G0613,Puyo Puyo Tetris,,Switch,Puzzle,Y,Beaten,10.0,0.0,,2019-01-09 16:00:00,2019-12-21 16:00:00,2019-12-22 16:00:00,,
613,G0614,Sonic Mania,,Switch,Platformer,N,Started,,,,2019-01-09 16:00:00,2020-03-04 16:00:00,,,
614,G0615,Tetris 99,,Switch,Puzzle,N,Infinite,1.0,0.0,,2019-02-13 16:00:00,2019-02-13 16:00:00,2019-02-18 16:00:00,,First win on 2/18.
615,G0616,DiRT Rally 2.0,,XB1,Racing,N,Completed,,,,2019-02-26 16:00:00,2019-02-26 16:00:00,2019-03-16 16:00:00,2019-05-23 16:00:00,
616,G0617,Super Mario Odyssey,,Switch,Platformer,Y,Completed,45.0,0.0,Actual,2019-07-05 16:00:00,2019-07-05 16:00:00,2020-05-18 16:00:00,2020-05-30 16:00:00,
617,G0618,A Hat in Time,,Steam,Platformer,Y,Completed,30.0,6.0,Actual,2019-04-30 16:00:00,2020-11-16 16:00:00,2020-11-19 16:00:00,2020-12-04 12:00:00,Co-opped!
618,G0619,WORLD OF FINAL FANTASY,,PS4,JRPG,N,Not Started,,,,2019-04-30 16:00:00,,,,
619,G0620,Everybody's Golf,,PS4,Sports,N,Completed,,,,2019-04-30 16:00:00,2019-06-17 16:00:00,2019-06-23 16:00:00,2019-07-10 16:00:00,
620,G0621,The Last Guardian,,PS4,Action-adventure,N,Not Started,,,,2019-04-30 16:00:00,,,,
621,G0622,Brut@l,,PS4,Roguelike,N,Not Started,,,,2019-04-30 16:00:00,,,,
622,G0623,Tetris Effect,,PS4,Puzzle,N,Not Started,,,,2019-06-07 16:00:00,,,,
623,G0624,Spyro Reignited Trilogy,Spyro the Dragon,XB1,Platformer,N,Completed,29.0,23.0,Actual,2019-06-07 16:00:00,2020-07-31 16:00:00,2020-08-01 16:00:00,2020-08-08 16:00:00,
624,G0627,Final Fantasy XII: The Zodiac Age,,PS4,JRPG,N,Completed,77.0,51.0,Actual,2019-06-07 16:00:00,2020-07-07 16:00:00,2020-07-15 16:00:00,2020-07-29 16:00:00,
625,G0628,Wipeout Omega Collection,,PS4,Racing,N,Beaten,5.0,22.0,Actual,2018-03-10 16:00:00,2019-06-23 16:00:00,2020-06-28 16:00:00,,
626,G0629,Moto Racer,,PS1,Racing,N,Completed,,,,2019-05-05 16:00:00,2019-05-05 16:00:00,2019-05-05 16:00:00,2019-05-05 16:00:00,
627,G0630,Moto Racer 2,,PS1,Racing,N,Not Started,,,,2019-06-22 16:00:00,,,,
628,G0631,Rally Cross 2,,PS1,Racing,N,Completed,,,,2019-06-22 16:00:00,2019-07-07 16:00:00,2019-07-07 16:00:00,2019-07-07 16:00:00,
629,G0632,Virtual Pool,,PS1,Sports,N,Not Started,,,,2019-06-22 16:00:00,,,,
630,G0633,Sublevel Zero,,Steam,Roguelike,N,Not Started,,,,2019-07-04 16:00:00,,,,
631,G0634,Golf With Your Friends,,Steam,Sports,N,Not Started,,,,2019-07-04 16:00:00,,,,
632,G0635,Slipstream,,Steam,Racing,N,Completed,8.0,,Actual,2019-07-04 16:00:00,2019-10-31 16:00:00,2019-11-02 16:00:00,2019-11-02 16:00:00,
633,G0636,MARVEL ULTIMATE ALLIANCE 3: The Black Order,,Switch,Beat 'em up,Y,Beaten,55.0,0.0,,2019-07-19 16:00:00,2019-07-19 16:00:00,2019-07-26 16:00:00,,
634,G0637,Test Drive 4,,PS1,Racing,N,Not Started,,,,2019-08-25 16:00:00,,,,
635,G0638,Test Drive 5,,PS1,Racing,N,Not Started,,,,2019-08-25 16:00:00,,,,
636,G0639,Test Drive Off-Road,,PS1,Racing,N,Not Started,,,,2019-08-25 16:00:00,,,,
637,G0640,ATV Offroad Fury 2,,PS2,Racing,N,Not Started,,,,2019-08-25 16:00:00,,,,
638,G0641,ATV Offroad Fury 4,,PS2,Racing,N,Not Started,,,,2019-08-25 16:00:00,,,,
639,G0642,SSX 3,,PS2,Sports,N,Not Started,,,,2019-08-25 16:00:00,,,,
640,G0643,Shadow of the Colossus,,PS2,Action-adventure,N,Not Started,,,,2019-08-25 16:00:00,,,,
641,G0644,Ratchet & Clank,,PS2,Platformer,N,Not Started,,,,2019-08-25 16:00:00,,,,
642,G0645,Need for Speed: Underground 2,,PS2,Racing,N,Not Started,,,,2019-08-25 16:00:00,,,,
643,G0646,Time Crisis,,PS1,Light gun shooter,N,Not Started,,,,2019-08-25 16:00:00,,,,
644,G0647,Death Road to Canada,,Switch,Action RPG,N,Not Started,,,,2019-10-19 16:00:00,,,,
645,G0648,Golf Peaks,,Switch,Puzzle,N,Completed,3.0,0.0,,2019-10-31 16:00:00,2019-12-24 16:00:00,2019-12-29 16:00:00,2019-12-29 16:00:00,
646,G0649,Borderlands 3,,PS4,FPS,N,Completed,,,,2019-11-24 16:00:00,2019-09-13 16:00:00,2020-04-03 16:00:00,2020-04-14 16:00:00,
647,G0650,Wreckfest,,PS4,Racing,N,Completed,,,,2019-11-24 16:00:00,2019-12-01 16:00:00,2019-12-12 16:00:00,2019-12-12 16:00:00,
648,G0651,Donkey Kong Country: Tropical Freeze,,Switch,Platformer,N,Not Started,,,,2019-11-28 16:00:00,,,,
649,G0652,Ni no Kuni: Wrath of the White Witch,,Switch,JRPG,N,Not Started,,,,2019-11-28 16:00:00,,,,
650,G0653,Collection of Mana,Final Fantasy Adventure,Switch,JRPG,N,Completed,15.0,0.0,,2019-11-28 16:00:00,2019-12-24 16:00:00,2019-12-27 16:00:00,2019-12-27 16:00:00,
651,G0654,Collection of Mana,Secret of Mana,Switch,JRPG,Y,Started,5.0,0.0,,2019-11-28 16:00:00,2019-12-27 16:00:00,,,
652,G0655,Collection of Mana,Trials of Mana,Switch,JRPG,N,Not Started,,,,2019-11-28 16:00:00,,,,
653,G0656,Call of Duty: Modern Warfare,,XB1,FPS,Y,Started,,,,2019-11-28 16:00:00,2019-12-15 16:00:00,,,
654,G0657,Mario + Rabbids Kingdom Battle,,Switch,Turn-based tactics,N,Completed,50.0,0.0,Actual,2019-11-28 16:00:00,2020-06-29 16:00:00,2020-06-30 16:00:00,2020-07-03 16:00:00,
655,G0658,Mega Man 11,,Switch,Platformer,N,Not Started,,,,2019-11-28 16:00:00,,,,
656,G0659,The Liar Princess and the Blind Prince,,Switch,Action-adventure,N,Not Started,,,,2019-11-28 16:00:00,,,,
657,G0660,Minecraft Dungeons,,PC,Action RPG,Y,Beaten,,,,2020-05-27 16:00:00,2020-05-27 16:00:00,2020-05-30 16:00:00,,Final boss killed himself.
658,G0661,Cyberpunk 2077,,XB1,RPG,N,Wish List,,,,,,,,
659,G0662,The Legend of Wright,,XB1,RPG,N,Wish List,,,,,,,,
660,G0663,Star Wars Jedi: Fallen Order,,XB1,Action-adventure,N,Not Started,,,,2020-11-24 12:00:00,,,,
661,G0664,The Legend of Zelda: Breath of the Wild 2,,Switch,Action-adventure,N,Wish List,,,,,,,,
662,G0665,The Last Remnant,,XB1,JRPG,N,Wish List,,,,,,,,
663,G0666,Circuit Superstars,,XB1,Racing,N,Wish List,,,,,,,,
664,G0667,Marvel's Avengers,,PS4,Action-adventure,N,Not Started,,,,2020-12-24 12:00:00,,,,Xmas gift from Brando =]
665,G0668,Phantasy Star Online 2,,XB1,JRPG,N,Wish List,,,,,,,,
666,G0669,Anthem,,PS4,TPS,N,Not Started,,,,2019-12-25 16:00:00,,,,
667,G0670,Pokemon Shield,,Switch,RPG,N,Not Started,,,,2019-12-25 16:00:00,,,,
668,G0671,Sakuna: Of Rice and Ruin,,Switch,Simulation,N,Wish List,,,,,,,,
669,G0672,Elsie,,PC,Platformer,N,Wish List,,,,,,,,
670,G0673,The Pathless,,Epic Games,Action-adventure,N,Wish List,,,,,,,,
671,G0674,Valorant,,PC,FPS,N,Infinite,,,,2020-04-11 16:00:00,2020-04-16 16:00:00,,,Utility btw.
672,G0675,Cave Story+,,Steam,Platformer,N,Not Started,,,,2020-06-28 16:00:00,,,,
673,G0676,They Bleed Pixels,,Steam,Platformer,N,Not Started,,,,2020-06-28 16:00:00,,,,
674,G0677,Distance,,Steam,Racing,N,Not Started,,,,2020-06-28 16:00:00,,,,
675,G0678,Kingdom Hearts Melody of Memory,,Switch,Rhythm,N,Not Started,,,,2020-12-24 12:00:00,,,,Xmas gift from Brando =]
676,G0679,Fall Guys,,Steam,Platformer,Y,Completed,86.0,0.0,Actual,2020-08-10 16:00:00,2020-08-10 16:00:00,2020-08-10 16:00:00,2020-08-23 16:00:00,
677,G0680,Super Mario 3D All-Stars,Super Mario 64,Switch,Platformer,N,Completed,15.0,0.0,Actual,2020-09-19 16:00:00,2020-11-02 16:00:00,2020-11-04 16:00:00,2020-11-11 16:00:00,"Hanah left the game on, so playtime is artificially +190 hours."
678,G0681,Super Mario 3D All-Stars,Super Mario Sunshine,Switch,Platformer,N,Completed,30.0,0.0,Actual,2020-09-19 16:00:00,2020-11-11 16:00:00,2020-11-24 12:00:00,2020-11-28 12:00:00,"Hanah left the game on, so playtime is artificially +190 hours."
679,G0682,Super Mario 3D All-Stars,Super Mario Galaxy,Switch,Platformer,N,Not Started,,,,2020-09-19 16:00:00,,,,
680,D0001,RollerCoaster Tycoon,Corkscrew Follies,PC,Simulation,N,Beaten,,,,,,,,DELUXE.
681,D0002,RollerCoaster Tycoon,Loopy Landscapes,PC,Simulation,N,Beaten,,,,,,,,
682,D0003,StarCraft,Broodwar,PC,Real-time strategy,N,Completed,,,,,,,,
683,D0004,Call of Duty: Black Ops,First Strike,360,FPS,N,Beaten,,,,,,,,
684,D0005,Call of Duty: Black Ops II,Revolution,360,FPS,N,Beaten,,,,,,,,
685,D0006,Call of Duty: Black Ops II,Uprising,360,FPS,N,Beaten,,,,,,,,
686,D0007,DiRT 3,Monte Carlo Track Pack,360,Racing,N,Completed,,,,,,,,
687,D0008,DiRT 3,Mud and Guts Car Pack,360,Racing,N,Completed,,,,,,,,
688,D0009,DiRT 3,Power and Glory Car Pack,360,Racing,N,Completed,,,,,,,,
689,D0010,DiRT 3,Shibuya Track Pack,360,Racing,N,Completed,,,,,,,,
690,D0011,Sonic Adventure DX: Director's Cut,Sonic Adventure DX Upgrade,XBLA,Platformer,N,Infinite,,,,,,,,Null until Microsoft/SEGA fixes it (probably never).
691,D0012,Trials Evolution,Origin of Pain,XBLA,Racing,N,Beaten,,,,,,,,
692,D0013,Trials Evolution,Riders of Doom,XBLA,Racing,N,Beaten,,,,,,,,
693,D0014,Borderlands 2,Captain Scarlett and Her Pirate's Booty,360,FPS,N,Completed,,,,,,,,Done on UVHM!
694,D0015,Borderlands 2,Mr. Torgue's Campaign of Carnage,360,FPS,N,Completed,,,,,,,,Hey Moxxi.
695,D0016,Borderlands 2,Sir Hammerlock's Big Game Hunt,360,FPS,N,Completed,,,,,,,,Completed.
696,D0017,Borderlands 2,Tiny Tina's Assault on Dragon Keep,360,FPS,N,Completed,,,,,,,,TVHM.
697,D0018,Burnout Paradise: The Ultimate Box,Bikes Pack,Steam,Racing,N,Beaten,,,,,,,,2% complete.
698,D0019,RESOGUN,Construction Kit,PS4,Shoot 'em up,N,Beaten,,,,,,,,
699,D0020,RESOGUN,Heroes,PS4,Shoot 'em up,N,Beaten,,,,,,,,
700,D0021,Trials Fusion,Empire of the Sky,PS4,Racing,N,Beaten,,,,,,,,"Ugh, extreme."
701,D0022,Trials Fusion,Riders of the Rustlands,PS4,Racing,N,Beaten,,,,,,,,
702,D0023,Overlord,Raising Hell,Steam,Action RPG,N,Infinite,,,,,,,,Came with DiRT Humble Bundle. Never going to play. :P
703,D0024,Diablo II,Lord of Destruction,PC,Action RPG,N,Beaten,,,,,,,,Nightmare.
704,D0025,Diablo III,Reaper of Souls,BNet,Action RPG,N,Beaten,,,,,,,,54% of achievements.
705,D0026,DRIVECLUB,All Stars,PS4,Racing,N,Completed,,,,,,,,
706,D0027,DRIVECLUB,AMG,PS4,Racing,N,Completed,,,,,,,,
707,D0028,DRIVECLUB,Apex,PS4,Racing,N,Completed,,,,,,,,
708,D0029,DRIVECLUB,Downforce,PS4,Racing,N,Completed,,,,,,,,
709,D0030,DRIVECLUB,Elements,PS4,Racing,N,Completed,,,,,,,,
710,D0031,DRIVECLUB,Evolution,PS4,Racing,N,Completed,,,,,,,,
711,D0032,DRIVECLUB,Horsepower,PS4,Racing,N,Completed,,,,,,,,
712,D0033,DRIVECLUB,Ignition,PS4,Racing,N,Completed,,,,,,,,Too easy.
713,D0034,DRIVECLUB,Lamborghini,PS4,Racing,N,Completed,,,,,,,,
714,D0035,DRIVECLUB,Lamborghini Icons,PS4,Racing,N,Completed,,,,,,,,
715,D0036,DRIVECLUB,Midnight,PS4,Racing,N,Completed,,,,,,,,
716,D0037,DRIVECLUB,Pacesetter,PS4,Racing,N,Completed,,,,,,,,
717,D0038,DRIVECLUB,Photo-Finish,PS4,Racing,N,Completed,,,,,,,,
718,D0039,DRIVECLUB,Redline,PS4,Racing,N,Completed,,,,,,,,
719,D0040,DRIVECLUB,RPM,PS4,Racing,N,Completed,,,,,,,,
720,D0041,DRIVECLUB,Sakura,PS4,Racing,N,Completed,,,,,,,,
721,D0042,DRIVECLUB,Torque,PS4,Racing,N,Completed,,,,,,,,
722,D0043,DRIVECLUB,Turbocharged,PS4,Racing,N,Completed,,,,,,,,
723,D0044,DRIVECLUB,Unite In Speed,PS4,Racing,N,Completed,,,,,,,,
724,D0045,DRIVECLUB,Velocity,PS4,Racing,N,Completed,,,,,,,,
725,D0046,Peggle 2,Jimmy Lightning Master Pack,PS4,Puzzle,N,Completed,,,,,,,,
726,D0047,Peggle 2,Windy the Fairy Master Pack,PS4,Puzzle,N,Completed,,,,,,,,
727,D0048,Burnout Paradise Remastered,Big Surf Island,PS4,Racing,N,Completed,,,,2018-04-28 16:00:00,2018-05-20 16:00:00,2018-05-27 16:00:00,2018-05-27 16:00:00,
728,D0049,Burnout Paradise Remastered,Bikes Pack,PS4,Racing,N,Completed,,,,2018-04-28 16:00:00,2018-05-27 16:00:00,2018-05-30 16:00:00,2018-05-30 16:00:00,
729,D0050,Burnout Paradise Remastered,Boost Specials,PS4,Racing,N,Completed,,,,2018-04-28 16:00:00,2018-05-27 16:00:00,2018-05-27 16:00:00,2018-05-27 16:00:00,
730,D0051,Burnout Paradise Remastered,Cagney Update,PS4,Racing,N,Completed,,,,2018-04-28 16:00:00,2018-05-13 16:00:00,2018-05-13 16:00:00,2018-05-20 16:00:00,
731,D0052,Burnout Paradise Remastered,Cops and Robbers,PS4,Racing,N,Completed,,,,2018-04-28 16:00:00,2018-05-19 16:00:00,2018-05-19 16:00:00,2018-05-19 16:00:00,
732,D0053,Burnout Paradise Remastered,Legendary Cars,PS4,Racing,N,Completed,,,,2018-04-28 16:00:00,2018-05-19 16:00:00,2018-05-20 16:00:00,2018-05-20 16:00:00,
733,D0054,Burnout Paradise Remastered,Party Pack,PS4,Racing,N,Completed,,,,2018-04-28 16:00:00,2018-05-20 16:00:00,2018-05-27 16:00:00,2018-05-27 16:00:00,
734,D0055,Burnout Paradise Remastered,Toy Cars,PS4,Racing,N,Completed,,,,2018-04-28 16:00:00,2018-05-27 16:00:00,2018-05-27 16:00:00,2018-05-27 16:00:00,
735,D0056,Forza Horizon 3,Blizzard Mountain,PC,Racing,N,Completed,,,,2018-10-03 16:00:00,2019-05-24 16:00:00,2019-06-13 16:00:00,2019-07-13 16:00:00,
736,D0057,Forza Horizon 3,Hot Wheels,PC,Racing,N,Completed,,,,2018-10-03 16:00:00,2019-05-24 16:00:00,2019-06-14 16:00:00,2019-06-27 16:00:00,
737,D0058,Borderlands 2,Commander Lilith and the Fight for Sanctuary,360,FPS,N,Completed,,,,2019-06-09 16:00:00,2019-06-17 16:00:00,2019-06-18 16:00:00,2019-06-18 16:00:00,
738,D0059,Borderlands 3,Moxxi's Heist of the Handsome Jackpot,PS4,FPS,N,Completed,,,,2019-11-24 16:00:00,2020-04-14 16:00:00,2020-04-15 16:00:00,2020-04-18 16:00:00,
739,D0060,Borderlands 3,"Guns, Love, and Tentacles",PS4,FPS,N,Completed,,,,2019-11-24 16:00:00,2020-04-20 16:00:00,2020-04-22 16:00:00,2020-04-23 16:00:00,
740,D0061,Kingdom Hearts III,Re Mind,XB1,Action RPG,N,Beaten,,,,2020-05-16 16:00:00,2020-05-16 16:00:00,2020-05-16 16:00:00,,Not worth 30 bucks...
741,D0062,Captain Toad: Treasure Tracker,Special Episode,Switch,Puzzle,N,Completed,0.0,0.0,Actual,2020-06-25 16:00:00,2020-06-25 16:00:00,2020-06-26 16:00:00,2020-06-27 16:00:00,
742,D0063,Mario + Rabbids Kingdom Battle,Donkey Kong Adventure,Switch,Turn-based tactics,N,Completed,0.0,0.0,Actual,2019-11-28 16:00:00,2020-07-03 16:00:00,2020-07-04 16:00:00,2020-07-04 16:00:00,
743,D0064,Borderlands 3,Bounty of Blood,PS4,FPS,N,Completed,,,,2020-06-25 16:00:00,2020-08-01 16:00:00,2020-08-01 16:00:00,2020-08-02 16:00:00,
744,D0065,MARVEL ULTIMATE ALLIANCE 3: The Black Order,Marvel Knights: Curse of the Vampire,Switch,Beat 'em up,N,Completed,0.0,0.0,Actual,2019-09-30 16:00:00,2020-08-07 16:00:00,2020-12-05 12:00:00,2020-12-11 12:00:00,Co-opped with Brando.
745,D0066,MARVEL ULTIMATE ALLIANCE 3: The Black Order,X-Men: Rise of the Phoenix,Switch,Beat 'em up,N,Completed,0.0,0.0,Actual,2019-12-23 16:00:00,2020-12-07 12:00:00,2020-12-07 12:00:00,2020-12-14 12:00:00,
746,D0067,MARVEL ULTIMATE ALLIANCE 3: The Black Order,Fantastic Four: Shadow of Doom,Switch,Beat 'em up,Y,Beaten,0.0,0.0,Actual,2020-03-26 16:00:00,2020-12-05 12:00:00,2020-12-05 12:00:00,,
747,G0690,Star Renegades,,Steam,RPG,N,Not Started,,,Actual,2020-12-31 12:00:00,,,,Thanks Damien for the Xmas gift =]
748,G0688,Overcooked! 2,,Switch,Party,N,Not Started,,,,2020-12-24 12:00:00,,,,
749,G0689,Mr. DRILLER DrillLand,,Switch,Puzzle,N,Not Started,,,,2020-12-24 12:00:00,,,,
750,G0687,Digimon Story Cyber Sleuth: Complete Edition,,Steam,JRPG,N,Not Started,,,,2020-12-23 12:00:00,,,,
751,D0070,Borderlands 3,Psycho Krieg and the Fantastic Fustercluck,PS4,FPS,N,Completed,,,,2020-12-16 12:00:00,2020-12-16 12:00:00,2020-12-17 12:00:00,2020-12-18 12:00:00,
752,D0068,A Hat in Time,Seal the Deal,Steam,Platformer,Y,Beaten,0.0,0.0,Actual,2020-11-30 12:00:00,2020-11-30 12:00:00,2020-12-01 12:00:00,,Co-opped!
753,D0069,A Hat in Time,Nyakuza Metro + Online Party,Steam,Platformer,Y,Beaten,0.0,0.0,Actual,2020-11-30 12:00:00,2020-11-30 12:00:00,2020-11-30 12:00:00,,Co-opped!
754,G0683,Detective Pikachu,,3DS,RPG,N,Not Started,,,,2020-11-24 12:00:00,,,,
755,G0684,The Legend of Zelda: Oracle of Ages,,3DSVC,RPG,N,Not Started,,,,2020-11-24 12:00:00,,,,
756,G0685,The Legend of Zelda: Oracle of Seasons,,3DSVC,RPG,N,Not Started,,,,2020-11-24 12:00:00,,,,
757,G0686,DiRT 5,,Steam,Racing,Y,Beaten,,,,2020-11-06 12:00:00,2020-11-06 12:00:00,2020-11-25 12:00:00,,
