,_id,game_title,sub_title,game_system,genre,now_playing,game_status,game_hours,game_minutes,playtime_calc,add_date,start_date,beat_date,complete_date,game_notes
358,G0359,Hearthstone: Heroes of Warcraft,,BNet,TCG,N,Infinite,,,,2013-12-03 16:00:00,,,,
359,G0360,Borderlands: Game of the Year Edition,,Steam,FPS,N,Completed,,,,2013-12-07 16:00:00,2013-12-26 16:00:00,2014-01-31 16:00:00,2017-11-05 16:00:00,
360,G0361,Bravely Default,,3DS,JRPG,N,Completed,82.0,15.0,Actual,2013-12-17 16:00:00,2014-02-12 16:00:00,2014-03-29 16:00:00,2014-09-07 16:00:00,Everything.
361,G0362,Mario Party: Island Tour,,3DS,Party,N,Beaten,7.0,54.0,Actual,2013-12-25 16:00:00,2013-12-25 16:00:00,2013-12-28 16:00:00,,Traded in.
362,G0363,Valdis Story: Abyssal City,,Steam,Metroidvania,N,Beaten,,,,2014-01-01 16:00:00,2014-03-12 16:00:00,2014-04-11 16:00:00,,
363,G0364,TrackMania 2: Stadium,,Steam,Racing,N,Beaten,,,,2014-01-02 16:00:00,2014-01-30 16:00:00,2014-01-30 16:00:00,,
364,G0365,DiRT 3,,Steam,Racing,N,Beaten,,,,2014-01-31 16:00:00,2014-03-08 16:00:00,2014-03-08 16:00:00,,
365,G0366,DiRT Showdown,,Steam,Racing,N,Completed,,,,2014-01-31 16:00:00,2014-03-12 16:00:00,2014-03-12 16:00:00,2017-12-03 16:00:00,
366,G0367,Lightning Returns: Final Fantasy XIII,,360,JRPG,N,Beaten,22.0,38.0,Actual,2014-01-31 16:00:00,2014-02-13 16:00:00,2014-02-18 16:00:00,,It took 22 hours to end the world. XD
367,G0368,DDRMAX2: Dance Dance Revolution,,PS2,Rhythm,N,Completed,,,,2014-02-05 16:00:00,2014-02-05 16:00:00,2014-02-05 16:00:00,2014-03-07 16:00:00,
368,G0369,RESOGUN,,PS4,Shoot 'em up,N,Completed,,,,2014-02-16 16:00:00,2014-02-16 16:00:00,2014-02-16 16:00:00,2014-06-01 16:00:00,
369,G0370,Trials Fusion,,PS4,Racing,N,Beaten,,,,2014-04-18 16:00:00,2014-04-18 16:00:00,2014-04-18 16:00:00,,
370,G0371,Grand Theft Auto 2,,Steam,Action-adventure,N,Infinite,,,,2014-04-22 16:00:00,,,,
371,G0372,Wreckfest,,Steam,Racing,N,Completed,,,,2014-04-22 16:00:00,2014-11-13 16:00:00,2019-11-09 16:00:00,2019-11-10 16:00:00,
372,G0373,Operation Flashpoint: Dragon Rising,,Steam,FPS,N,Infinite,,,,2014-04-22 16:00:00,,,,
373,G0374,Operation Flashpoint: Red River,,Steam,FPS,N,Infinite,,,,2014-04-22 16:00:00,,,,
374,G0375,Overlord,,Steam,Action RPG,N,Infinite,,,,2014-04-22 16:00:00,,,,
375,G0376,Overlord II,,Steam,Action RPG,N,Infinite,,,,2014-04-22 16:00:00,,,,
376,G0377,Stonehearth,,Steam,Simulation,N,Infinite,,,,2014-04-22 16:00:00,,,,
377,G0378,Stormrise,,Steam,Real-time tactics,N,Infinite,,,,2014-04-22 16:00:00,,,,
378,G0379,Heroes of the Storm,,BNet,MOBA,N,Infinite,,,,2014-05-12 16:00:00,,,,
379,G0380,Plants vs. Zombies: Game of the Year Edition,,Origin,Real-time strategy,N,Beaten,,,,2014-05-12 16:00:00,2014-06-04 16:00:00,2014-06-13 16:00:00,,
380,G0381,Diablo II,,PC,Action RPG,N,Beaten,,,,2014-05-19 16:00:00,2014-06-05 16:00:00,2014-06-10 16:00:00,,
381,G0382,Bastion,,Steam,Action RPG,N,Beaten,,,,2014-05-28 16:00:00,2014-07-27 16:00:00,2014-07-29 16:00:00,,
382,G0383,Diablo III,,BNet,Action RPG,N,Completed,,,,2014-06-02 16:00:00,2014-06-21 16:00:00,2014-07-09 16:00:00,2014-07-12 16:00:00,
383,G0384,Trials Frontier,,Droid,Racing,N,Completed,,,,2014-06-20 16:00:00,2014-08-07 16:00:00,2014-08-07 16:00:00,2014-08-07 16:00:00,
384,G0385,Peggle Deluxe,,Steam,Puzzle,N,Beaten,,,,2014-06-22 16:00:00,2014-06-25 16:00:00,2014-06-25 16:00:00,,
385,G0386,Peggle Nights,,Steam,Puzzle,N,Beaten,,,,2014-06-22 16:00:00,2014-06-25 16:00:00,2014-07-04 16:00:00,,
386,G0387,Pokemon Trading Card Game Online,,PC,TCG,N,Infinite,,,,2014-06-25 16:00:00,,,,
387,G0388,Rise of the Argonauts,,Steam,Action RPG,N,Infinite,,,,2014-07-03 16:00:00,,,,
388,G0389,Chrono Cross,,PS,JRPG,N,Started,,,,2014-08-20 16:00:00,,,,
389,G0390,Devil May Cry 3,,PS2,Hack & Slash,N,Started,6.0,26.0,Actual,2014-08-20 16:00:00,,,,
390,G0391,Final Fantasy Tactics,,PS,Turn-based tactics,N,Beaten,24.0,54.0,Actual,2014-08-20 16:00:00,2015-10-30 16:00:00,2015-10-30 16:00:00,,
391,G0392,Star Wars: Knights of the Old Republic,,Steam,Action RPG,N,Started,,,,2014-08-20 16:00:00,,,,
392,G0393,The Elder Scrolls V: Skyrim,,Steam,Action RPG,N,Beaten,,,,2014-08-20 16:00:00,2018-09-01 16:00:00,2018-09-28 16:00:00,,
393,G0394,FEZ,,PS4,Platformer,N,Beaten,,,,2014-08-21 16:00:00,2014-08-26 16:00:00,2014-08-26 16:00:00,,
394,G0395,Bloodborne,,PS4,Action RPG,N,Started,,,,2015-11-14 16:00:00,2015-11-14 16:00:00,,,
395,G0396,Code Vein,,XB1,JRPG,N,Not Started,,,,2020-11-24 12:00:00,,,,
396,G0397,Final Fantasy VII,,PS4,JRPG,N,Not Started,,,,2020-12-24 12:00:00,,,,Xmas gift from Brando =]
397,G0398,I Am Setsuna,,PS4,JRPG,N,Not Started,,,,2019-06-07 16:00:00,,,,
398,G0399,Kingdom Hearts III,,XB1,Action RPG,N,Completed,57.0,25.0,Actual,2019-11-24 16:00:00,2020-05-07 16:00:00,2020-05-10 16:00:00,2020-05-15 16:00:00,All achievements on Proud.
399,G0400,Naruto to Boruto: Shinobi Striker,,PS4,Fighting,N,Wish List,,,,,,,,
400,G0401,Ni no Kuni II,,PS4,JRPG,N,Not Started,,,,2019-06-07 16:00:00,,,,
401,G0402,Overwatch,,PS4,FPS,N,Infinite,,,,,,,,
402,G0403,Shenmue III,,PS4,Action-adventure,N,Wish List,,,,,,,,
403,G0404,Spider-Man,,PS4,Action RPG,N,Not Started,,,,2019-06-07 16:00:00,,,,
404,G0405,Star Ocean: Integrity and Faithlessness,,PS4,JRPG,N,Wish List,,,,,,,,
405,G0406,Destiny,,PS4,FPS,N,Beaten,,,,2014-09-11 16:00:00,2014-09-16 16:00:00,2014-09-16 16:00:00,,
406,G0407,Crypt of the NecroDancer,,Steam,Rhythm,N,Started,,,,2014-09-27 16:00:00,2015-03-18 16:00:00,,,
407,G0408,Super Smash Bros. for Nintendo 3DS,,3DS,Fighting,N,Beaten,9.0,32.0,Actual,2014-10-02 16:00:00,2014-10-07 16:00:00,2014-10-07 16:00:00,,Almost done with Challenges page 2.
408,G0409,DRIVECLUB,,PS4,Racing,N,Completed,,,,2014-10-07 16:00:00,2014-10-11 16:00:00,2014-10-12 16:00:00,2014-12-04 16:00:00,
409,G0410,Gauntlet,,Steam,Hack & Slash,N,Not Started,,,,2014-11-13 16:00:00,,,,
410,G0411,Injustice: Gods Among Us Ultimate Edition,,Steam,Fighting,N,Not Started,,,,2014-11-13 16:00:00,,,,
411,G0412,Final Fantasy XIV: A Realm Reborn,,Steam,JRPG,N,Infinite,,,,2014-11-16 16:00:00,,,,
412,G0413,Grid Autosport,,Steam,Racing,N,Beaten,,,,2014-11-29 16:00:00,2014-12-02 16:00:00,2017-02-12 16:00:00,,
413,G0414,Peggle 2,,PS4,Puzzle,N,Completed,,,,2014-12-27 16:00:00,2014-12-27 16:00:00,2014-12-31 16:00:00,2016-01-02 16:00:00,
414,G0415,Lara Croft and the Temple of Osiris,,PS4,Action-adventure,N,Beaten,,,,2014-12-31 16:00:00,2015-07-28 16:00:00,2015-07-28 16:00:00,,
415,G0416,The Legend of Zelda: Majora's Mask 3D,,3DS,Action-adventure,N,Beaten,20.0,30.0,Actual,2015-03-18 16:00:00,2015-03-18 16:00:00,2016-05-13 16:00:00,,Optional stuff.
416,G0417,Borderlands 2,,PS4,FPS,N,Completed,,,,2015-03-31 16:00:00,2015-03-31 16:00:00,2015-10-27 16:00:00,2015-11-14 16:00:00,
417,G0418,Borderlands: The Pre-Sequel,,PS4,FPS,N,Completed,,,,2015-03-31 16:00:00,2015-10-18 16:00:00,2015-10-18 16:00:00,2016-01-31 16:00:00,
418,G0419,Final Fantasy Type-0 HD,,PS4,Action RPG,N,Completed,,,,2015-03-31 16:00:00,2015-06-04 16:00:00,2015-12-29 16:00:00,2015-12-29 16:00:00,
419,G0420,Jet Set Radio,,Steam,Platformer,N,Beaten,,,,2015-04-11 16:00:00,2015-04-11 16:00:00,2015-10-16 16:00:00,,
420,G0421,Valkyria Chronicles,,Steam,Tactical RPG,N,Not Started,,,,2015-05-25 16:00:00,,,,
421,G0422,Tales from the Borderlands,,Steam,Adventure,N,Completed,,,,2015-06-11 16:00:00,2015-10-18 16:00:00,2015-10-18 16:00:00,2015-10-24 16:00:00,
422,G0423,A Story About My Uncle,,Steam,Platformer,N,Not Started,,,,2015-07-12 16:00:00,,,,
423,G0424,Antichamber,,Steam,Puzzle,N,Completed,,,,2015-07-12 16:00:00,2015-07-12 16:00:00,2015-07-12 16:00:00,2015-07-12 16:00:00,
424,G0425,Brothers - A Tale of Two Sons,,Steam,Action-adventure,N,Not Started,,,,2015-07-12 16:00:00,,,,
425,G0426,Darksiders,,Steam,Hack & Slash,N,Not Started,,,,2015-07-12 16:00:00,,,,
426,G0427,Darksiders II,,Steam,Hack & Slash,N,Not Started,,,,2015-07-12 16:00:00,,,,
427,G0428,Dragon Age: Origins - Ultimate Edition,,Steam,RPG,N,Not Started,,,,2015-07-12 16:00:00,,,,
428,G0429,Epic Battle Fantasy 4,,Steam,RPG,N,Started,,,,2015-07-12 16:00:00,2015-10-16 16:00:00,,,
429,G0430,FEZ,,Steam,Platformer,N,Not Started,,,,2015-07-12 16:00:00,,,,
430,G0431,Freedom Planet,,Steam,Platformer,N,Started,,,,2015-07-12 16:00:00,2015-10-16 16:00:00,,,
431,G0432,Hero Siege,,Steam,Hack & Slash,N,Not Started,,,,2015-07-12 16:00:00,,,,
432,G0433,Ikaruga,,Steam,Shoot 'em up,N,Not Started,,,,2015-07-12 16:00:00,,,,
433,G0434,Magicite,,Steam,RPG,N,Not Started,,,,2015-07-12 16:00:00,,,,
434,G0435,Need for Speed: Hot Pursuit,,Steam,Racing,N,Beaten,,,,2015-07-12 16:00:00,2015-10-31 16:00:00,2015-10-31 16:00:00,,
435,G0436,One Finger Death Punch,,Steam,Beat 'em up,N,Not Started,,,,2015-07-12 16:00:00,,,,
436,G0437,Risk of Rain,,Steam,Platformer,N,Not Started,,,,2015-07-12 16:00:00,,,,
437,G0438,Robot Roller-Derby Disco Dodgeball,,Steam,Sports,N,Not Started,,,,2015-07-12 16:00:00,,,,
438,G0439,RollerCoaster Tycoon 3: Platinum!,,Steam,Simulation,N,Not Started,,,,2015-07-12 16:00:00,,,,
439,G0440,Screencheat,,Steam,FPS,N,Not Started,,,,2015-07-12 16:00:00,,,,
440,G0441,Shadowrun Returns,,Steam,Turn-based tactics,N,Not Started,,,,2015-07-12 16:00:00,,,,
441,G0442,Shadowrun: Dragonfall - Director's Cut,,Steam,Turn-based tactics,N,Not Started,,,,2015-07-12 16:00:00,,,,
442,G0443,The Legend of Korra,,Steam,Beat 'em up,N,Beaten,,,,2015-07-12 16:00:00,2015-07-26 16:00:00,2015-07-26 16:00:00,,
443,G0444,Transistor,,Steam,Action RPG,N,Not Started,,,,2015-07-12 16:00:00,,,,
444,G0445,Trine 2,,Steam,Platformer,N,Not Started,,,,2015-07-12 16:00:00,,,,
445,G0446,Ys Origin,,Steam,JRPG,N,Not Started,,,,2015-07-12 16:00:00,,,,
446,G0447,Rocket League,,PS4,Sports,N,Completed,,,,2015-08-11 16:00:00,2015-08-11 16:00:00,2015-08-11 16:00:00,2015-08-11 16:00:00,
447,G0448,Battleground Z,,3DS,Beat 'em up,Y,Beaten,,,,2015-08-30 16:00:00,2015-08-30 16:00:00,2015-11-14 16:00:00,,"24/26 rare zombies, 21/22 tickets."
448,G0449,Ultimate Angler,,3DS,Sports,Y,Beaten,,,,2015-08-30 16:00:00,2015-08-30 16:00:00,2016-12-23 16:00:00,,"8/9 islands, 140/160 species, 20/22 tickets."
449,G0450,Mighty Gunvolt,,Steam,Platformer,N,Not Started,,,,2015-09-01 16:00:00,,,,
450,G0451,Star Wars Battlefront,,PS4,TPS,N,Completed,,,,2015-11-14 16:00:00,2015-11-14 16:00:00,2015-11-21 16:00:00,2015-12-13 16:00:00,
451,G0452,Dragon Age: Inquisition,,PS4,Action RPG,N,Not Started,,,,2015-12-02 16:00:00,,,,
452,G0453,Gauntlet: Slayer Edition,,PS4,Hack & Slash,N,Completed,,,,2015-12-09 16:00:00,2015-12-09 16:00:00,2015-12-13 16:00:00,2015-12-23 16:00:00,
453,G0454,Sportsfriends,,PS4,Party,N,Completed,,,,2015-12-19 16:00:00,2015-12-19 16:00:00,2015-12-19 16:00:00,2015-12-23 16:00:00,
454,G0455,DRIVECLUB BIKES,,PS4,Racing,N,Completed,,,,2015-12-27 16:00:00,2015-12-27 16:00:00,2015-12-31 16:00:00,2016-01-01 16:00:00,
455,G0456,ibb & obb,,Steam,Platformer,N,Beaten,,,,2016-01-01 16:00:00,2016-01-01 16:00:00,2016-01-06 16:00:00,,
456,G0457,Dark Souls II: Scholar of the First Sin,,PS4,Action RPG,N,Not Started,,,,2016-01-02 16:00:00,,,,
457,G0458,Orcs Must Die! 2,,Steam,Tower defense,N,Beaten,,,,2016-01-07 16:00:00,2016-01-07 16:00:00,2016-01-17 16:00:00,,
458,G0459,Need for Speed,,PS4,Racing,N,Completed,,,,2016-02-05 16:00:00,2016-02-20 16:00:00,2016-02-21 16:00:00,2016-02-24 16:00:00,
459,G0460,Project Cars,,PS4,Racing,N,Completed,,,,2016-02-05 16:00:00,2016-02-05 16:00:00,2017-03-21 16:00:00,2018-01-11 16:00:00,
460,G0461,Bravely Second,,3DS,JRPG,N,Beaten,66.0,43.0,Actual,2016-04-28 16:00:00,2016-04-28 16:00:00,2016-06-12 16:00:00,,Beastiary and adventurer.
461,G0462,Mega Man Legacy Collection,,PS4,Platformer,N,Not Started,,,,2016-06-14 16:00:00,,,,
462,G0463,Need for Speed Rivals,,PS4,Racing,N,Completed,,,,2016-06-14 16:00:00,2016-10-29 16:00:00,2016-10-29 16:00:00,2016-10-30 16:00:00,
463,G0464,Rayman Legends,,PS4,Platformer,N,Not Started,,,,2016-06-14 16:00:00,,,,
464,G0465,Tales of Zestiria,,PS4,JRPG,N,Infinite,,,,2016-06-14 16:00:00,2017-09-22 16:00:00,,,
465,G0466,DLC Quest,,Steam,Platformer,N,Beaten,,,,2016-06-29 16:00:00,2016-06-29 16:00:00,2016-07-03 16:00:00,,
466,G0467,Mario Tennis,,VC,Sports,N,Completed,92.0,13.0,Actual,2016-07-20 16:00:00,2016-07-20 16:00:00,2016-07-20 16:00:00,2016-07-21 16:00:00,
467,G0468,Mighty No. 9,,Steam,Platformer,N,Not Started,,,,2016-09-19 16:00:00,,,,
468,G0469,1001 Spikes,,Steam,Platformer,N,Not Started,,,,2016-09-28 16:00:00,,,,
469,G0470,6180 the moon,,Steam,Platformer,N,Not Started,,,,2016-09-28 16:00:00,,,,
470,G0471,Big Pharma,,Steam,Simulation,N,Not Started,,,,2016-09-28 16:00:00,,,,
471,G0472,CastleStorm,,Steam,Tower defense,N,Not Started,,,,2016-09-28 16:00:00,,,,
472,G0473,Chaos Reborn,,Steam,Tactical RPG,N,Not Started,,,,2016-09-28 16:00:00,,,,
473,G0474,Chariot,,Steam,Platformer,N,Not Started,,,,2016-09-28 16:00:00,,,,
474,G0475,Cloudbuilt,,Steam,Platformer,N,Not Started,,,,2016-09-28 16:00:00,,,,
475,G0476,Darksiders II: Deathinitive Edition,,Steam,Hack & Slash,N,Not Started,,,,2016-09-28 16:00:00,,,,
476,G0477,DeadCore,,Steam,Platformer,N,Not Started,,,,2016-09-28 16:00:00,,,,
477,G0478,Downwell,,Steam,Action-adventure,N,Not Started,,,,2016-09-28 16:00:00,,,,
478,G0479,EDGE,,Steam,Platformer,N,Not Started,,,,2016-09-28 16:00:00,,,,
479,G0480,Electronic Super Joy,,Steam,Platformer,N,Not Started,,,,2016-09-28 16:00:00,,,,
480,G0481,Fairy Fencer F,,Steam,JRPG,N,Not Started,,,,2016-09-28 16:00:00,,,,
481,G0482,Frozen Cortex,,Steam,Turn-based tactics,N,Not Started,,,,2016-09-28 16:00:00,,,,
482,G0483,Frozen Synapse,,Steam,Turn-based tactics,N,Not Started,,,,2016-09-28 16:00:00,,,,
483,G0484,Full Bore,,Steam,Platformer,N,Not Started,,,,2016-09-28 16:00:00,,,,
484,G0485,Geometry Dash,,Steam,Platformer,Y,Started,,,,2016-09-28 16:00:00,2020-08-24 16:00:00,,,
485,G0486,Gurumin: A Monstrous Adventure,,Steam,JRPG,N,Not Started,,,,2016-09-28 16:00:00,,,,
486,G0487,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,,Steam,Real-time strategy,N,Not Started,,,,2016-09-28 16:00:00,,,,
487,G0488,Half Minute Hero: The Second Coming,,Steam,Real-time strategy,N,Not Started,,,,2016-09-28 16:00:00,,,,
488,G0489,Hell Yeah!,,Steam,Metroidvania,N,Not Started,,,,2016-09-28 16:00:00,,,,
489,G0490,Kairo,,Steam,Puzzle,N,Not Started,,,,2016-09-28 16:00:00,,,,
490,G0491,Kingdom Rush,,Steam,Tower defense,N,Not Started,,,,2016-09-28 16:00:00,,,,
491,G0492,Knights of Pen and Paper +1,,Steam,RPG,N,Not Started,,,,2016-09-28 16:00:00,,,,
492,G0493,Lethal League,,Steam,Fighting,N,Not Started,,,,2016-09-28 16:00:00,,,,
493,G0494,Lux Delux,,Steam,Turn-based strategy,N,Not Started,,,,2016-09-28 16:00:00,,,,
494,G0495,Megabyte Punch,,Steam,Platformer,N,Not Started,,,,2016-09-28 16:00:00,,,,
495,G0496,Monaco,,Steam,Stealth,N,Not Started,,,,2016-09-28 16:00:00,,,,
496,G0497,Orcs Must Die!,,Steam,Tower defense,N,Not Started,,,,2016-09-28 16:00:00,,,,
497,G0498,Out There Somewhere,,Steam,Platformer,N,Not Started,,,,2016-09-28 16:00:00,,,,
498,G0499,Polarity,,Steam,Puzzle,N,Not Started,,,,2016-09-28 16:00:00,,,,
499,G0500,Qbeh-1: The Atlas Cube,,Steam,Puzzle,N,Not Started,,,,2016-09-28 16:00:00,,,,
500,G0501,Reassembly,,Steam,Simulation,N,Not Started,,,,2016-09-28 16:00:00,,,,
501,G0502,RUSH,,Steam,Racing,N,Not Started,,,,2016-09-28 16:00:00,,,,
502,G0503,Saints Row: The Third,,Steam,Action-adventure,N,Not Started,,,,2016-09-28 16:00:00,,,,
503,G0504,Sanctum 2,,Steam,Tower defense,N,Not Started,,,,2016-09-28 16:00:00,,,,
504,G0505,Shattered Planet,,Steam,RPG,N,Not Started,,,,2016-09-28 16:00:00,,,,
505,G0506,Sonic Adventure 2,,Steam,Platformer,N,Not Started,,,,2016-09-28 16:00:00,,,,
506,G0507,Sonic Adventure DX,,Steam,Platformer,N,Completed,,,,2016-09-28 16:00:00,2016-09-28 16:00:00,2016-10-14 16:00:00,2016-10-14 16:00:00,
507,G0508,Star Wars: Knights of the Old Republic II,,Steam,Action RPG,N,Not Started,,,,2016-09-28 16:00:00,,,,
508,G0509,Tabletop Simulator,,Steam,Simulation,N,Infinite,,,,2016-09-28 16:00:00,,,,
509,G0510,The Last Federation,,Steam,Turn-based tactics,N,Not Started,,,,2016-09-28 16:00:00,,,,
510,G0511,Thomas Was Alone,,Steam,Platformer,N,Not Started,,,,2016-09-28 16:00:00,,,,
511,G0512,Timberman,,Steam,Action,N,Not Started,,,,2016-09-28 16:00:00,,,,
512,G0513,Tiny Brains,,Steam,Puzzle,N,Not Started,,,,2016-09-28 16:00:00,,,,
513,G0514,Toki Tori,,Steam,Puzzle,N,Not Started,,,,2016-09-28 16:00:00,,,,
514,G0515,Toki Tori 2+,,Steam,Puzzle,N,Not Started,,,,2016-09-28 16:00:00,,,,
515,G0516,TRI: Of Friendship and Madness,,Steam,Puzzle,N,Not Started,,,,2016-09-28 16:00:00,,,,
516,G0517,Trine,,Steam,Platformer,N,Not Started,,,,2016-09-28 16:00:00,,,,
517,G0518,Worms Clan Wars,,Steam,Turn-based strategy,N,Completed,,,,2016-09-28 16:00:00,2017-11-30 16:00:00,2017-12-02 16:00:00,2017-12-02 16:00:00,
518,G0519,Forza Horizon 3,,PC,Racing,N,Completed,,,,2016-10-05 16:00:00,2016-10-05 16:00:00,2016-10-18 16:00:00,2017-02-26 16:00:00,
519,G0520,Path of Exile,,Steam,Action RPG,N,Started,,,,2016-10-22 16:00:00,2016-10-22 16:00:00,,,
520,G0521,Feed Mii,,3DS,Simulation,Y,Started,,,,2016-10-29 16:00:00,2016-10-29 16:00:00,,,"Second of two playthroughs, 4 more recipes."
521,G0522,Market Crashers,,3DS,Simulation,N,Mastered,,,,2016-10-29 16:00:00,2016-10-29 16:00:00,2018-01-15 16:00:00,2018-04-29 16:00:00,All collectibles on 3/6/20.
522,G0523,Mii Trek,,3DS,Simulation,Y,Beaten,,,,2016-10-29 16:00:00,2016-10-29 16:00:00,2018-04-07 16:00:00,,69% / 54% / 60%
523,G0524,Ninja Launcher,,3DS,Simulation,Y,Beaten,,,,2016-10-29 16:00:00,2016-10-29 16:00:00,2018-02-09 16:00:00,,"Wrapping up master run, 5/12 gold medals."
524,G0525,Slot Car Rivals,,3DS,Racing,N,Completed,,,,2016-10-29 16:00:00,2016-10-29 16:00:00,2018-01-19 16:00:00,2018-04-13 16:00:00,S99
525,G0526,Pokemon Blue,,VCH,RPG,N,Beaten,,,,2016-11-04 16:00:00,2018-06-03 16:00:00,2018-06-06 16:00:00,,
526,G0527,Pokemon Red,,VCH,RPG,N,Beaten,19.0,16.0,Actual,2016-11-04 16:00:00,2016-11-04 16:00:00,2016-11-13 16:00:00,,
527,G0528,DiRT Rally,,PS4,Racing,N,Completed,,,,2016-11-25 16:00:00,2016-11-25 16:00:00,2017-07-21 16:00:00,2017-07-21 16:00:00,
528,G0529,PAC-MAN Championship Edition 2,,PS4,Maze,N,Started,,,,2016-11-25 16:00:00,2017-02-18 16:00:00,,,
529,G0530,Pokemon Moon,,3DS,RPG,N,Beaten,134.0,59.0,Actual,2016-12-04 16:00:00,2016-12-04 16:00:00,2016-12-23 16:00:00,,1st streak: two EQ misses. 2nd streak: Aurora Veil science. 3rd streak: Bruxish.
530,G0531,Bit Blaster XL,,Steam,Shoot 'em up,N,Not Started,,,,2016-12-31 16:00:00,,,,
531,G0532,JumpJet Rex,,Steam,Platformer,N,Not Started,,,,2016-12-31 16:00:00,,,,
532,G0533,Kingdoms of Amalur: Reckoning,,Steam,Action RPG,N,Not Started,,,,2016-12-31 16:00:00,,,,
533,G0534,Mark of the Ninja: Special Edition,,Steam,Stealth,N,Not Started,,,,2016-12-31 16:00:00,,,,
534,G0535,Tales of Symphonia,,Steam,JRPG,N,Not Started,,,,2016-12-31 16:00:00,,,,
535,G0536,Disgaea PC,,Steam,Turn-based tactics,N,Not Started,,,,2017-02-02 16:00:00,,,,
536,G0537,Fire Emblem: Heroes,,Droid,Turn-based tactics,N,Completed,,,,2017-02-06 16:00:00,2017-02-07 16:00:00,2017-02-09 16:00:00,2017-02-09 16:00:00,
537,G0538,Final Fantasy XV,,PS4,JRPG,N,Completed,,,,2017-03-21 16:00:00,2017-03-21 16:00:00,2017-05-20 16:00:00,2017-06-10 16:00:00,
538,G0539,Uncharted: The Nathan Drake Collection,,PS4,Action-adventure,N,Not Started,,,,2017-04-15 16:00:00,,,,
539,G0540,DiRT 4,,PS4,Racing,N,Completed,,,,2017-06-10 16:00:00,2017-06-10 16:00:00,2017-06-24 16:00:00,2017-07-02 16:00:00,
540,G0541,Burnstar,,Steam,Puzzle,N,Not Started,,,,2017-07-01 16:00:00,,,,
541,G0542,Disgaea 5: Alliance of Vengeance,,PS4,Turn-based tactics,N,Infinite,,,,2017-07-01 16:00:00,2017-08-29 16:00:00,,,
542,G0543,Kingdom Hearts 358/2 Days,,PS4,Action RPG,N,Not Started,,,,2017-07-01 16:00:00,,,,
543,G0544,Kingdom Hearts Birth by Sleep FINAL MIX,,PS4,Action RPG,N,Beaten,,,,2017-07-01 16:00:00,2018-11-30 16:00:00,2018-12-14 16:00:00,,
544,G0545,Kingdom Hearts FINAL MIX,,PS4,Action RPG,Y,Started,,,,2017-07-01 16:00:00,2018-12-17 16:00:00,,,
545,G0546,Kingdom Hearts II FINAL MIX,,PS4,Action RPG,N,Not Started,,,,2017-07-01 16:00:00,,,,
546,G0547,Kingdom Hearts Re:Chain of Memories,,PS4,Action RPG,N,Not Started,,,,2017-07-01 16:00:00,,,,
547,G0548,Kingdom Hearts Re:coded,,PS4,Action RPG,N,Not Started,,,,2017-07-01 16:00:00,,,,
548,G0549,Ratchet & Clank,,PS4,Platformer,N,Completed,,,,2017-07-01 16:00:00,2017-08-29 16:00:00,2017-09-13 16:00:00,2017-09-16 16:00:00,
549,G0550,Rivals of Aether,,Steam,Fighting,N,Not Started,,,,2017-07-01 16:00:00,,,,
550,G0551,Stardew Valley,,Steam,Simulation,N,Not Started,,,,2017-07-01 16:00:00,,,,
551,G0552,Trackmania Turbo,,PS4,Racing,N,Infinite,,,,2017-07-01 16:00:00,2017-08-22 16:00:00,,,
552,G0553,Mario Kart 8 Deluxe,,Switch,Racing,N,Completed,115.0,0.0,Actual,2017-08-22 16:00:00,2017-08-22 16:00:00,2017-08-28 16:00:00,2018-01-24 16:00:00,
553,G0554,Snipperclips,,Switch,Puzzle,N,Completed,5.0,0.0,Actual,2017-09-16 16:00:00,2017-09-16 16:00:00,2018-05-02 16:00:00,2018-05-10 16:00:00,
554,G0555,Super Mario Run,,Droid,Platformer,N,Beaten,,,,2017-10-05 16:00:00,2017-10-05 16:00:00,2017-10-09 16:00:00,,
555,G0556,Absolute Drift,,Steam,Racing,N,Completed,,,,2017-10-09 16:00:00,2017-10-09 16:00:00,2017-10-10 16:00:00,2017-10-10 16:00:00,
556,G0557,Animal Crossing: New Horizons,,Switch,Simulation,N,Wish List,,,,,,,,
557,G0558,Captain Toad: Treasure Tracker,,Switch,Puzzle,N,Completed,20.0,0.0,Actual,2019-11-28 16:00:00,2020-06-20 16:00:00,2020-06-20 16:00:00,2020-06-27 16:00:00,
558,G0559,Chocobo's Mystery Dungeon: Every Buddy,,Switch,RPG,N,Not Started,,,,2020-12-24 12:00:00,,,,
559,G0560,Final Fantasy Crystal Chronicles,,Switch,JRPG,N,Wish List,,,,,,,,
560,G0561,Fire Emblem: Three Houses,,Switch,Turn-based tactics,N,Wish List,,,,,,,,
561,G0562,Hyrule Warriors: Definitive Edition,,Switch,Hack & Slash,N,Wish List,,,,,,,,
562,G0563,Katamari Damacy REROLL,,Switch,Puzzle,Y,Started,,,,2019-10-19 16:00:00,2020-07-31 16:00:00,,,
563,G0564,Killer Queen Black,,Switch,Platformer,N,Not Started,,,,2020-12-24 12:00:00,,,,Xmas gift from Brando =]
564,G0565,Kirby Star Allies,,Switch,Platformer,N,Wish List,,,,,,,,
565,G0566,Luigi's Mansion 3,,Switch,Action-adventure,N,Wish List,,,,,,,,
