,_id,bracket,flavor
678,604fa506c4207dbea4519b34,"{'01': 'DRAKE', '02': 'UCLA', '03': 'APPLST', '04': 'MSTM', '05': 'GNZG', '06': 'OKL', '07': 'CREIGH', '08': 'VIR', '09': 'USC', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'LSU', '15': 'COL', '16': 'NCG', '17': 'UCLA', '18': 'TX', '19': 'MARY', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'PUR', '25': 'TXTECH', '26': 'ARK', '27': 'VTECH', '28': 'OHIOST', '29': 'ILL', '30': 'GTECH', '31': 'OREGST', '32': 'OKST', '33': 'SYRA', '34': 'WVIR', '35': 'RUTGER', '36': 'HOU', '37': 'GNZG', '38': 'CREIGH', '39': 'KAN', '40': 'IOWA', '41': 'LSU', '42': 'COL', '43': 'TX', '44': 'MARY', '45': 'WISC', '46': 'PUR', '47': 'TXTECH', '48': 'OHIOST', '49': 'ILL', '50': 'OKST', '51': 'SYRA', '52': 'RUTGER', '53': 'GNZG', '54': 'IOWA', '55': 'COL', '56': 'TX', '57': 'WISC', '58': 'OHIOST', '59': 'ILL', '60': 'SYRA', '61': 'GNZG', '62': 'TX', '63': 'OHIOST', '64': 'ILL', '65': 'GNZG', '66': 'ILL', '67': 'ILL'}",mild
679,604fa506f652af3728519b33,"{'01': 'WICHST', '02': 'MST', '03': 'APPLST', '04': 'TXS', '05': 'GNZG', '06': 'OKL', '07': 'CREIGH', '08': 'VIR', '09': 'USC', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'LSU', '15': 'COL', '16': 'FLST', '17': 'MST', '18': 'TX', '19': 'MARY', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'PUR', '25': 'UTAHST', '26': 'ARK', '27': 'VTECH', '28': 'OHIOST', '29': 'ILL', '30': 'LOYCH', '31': 'TENN', '32': 'LIBRTY', '33': 'SDST', '34': 'WVIR', '35': 'CLMSN', '36': 'CLVST', '37': 'GNZG', '38': 'VIR', '39': 'USC', '40': 'IOWA', '41': 'LSU', '42': 'COL', '43': 'TX', '44': 'MARY', '45': 'WISC', '46': 'PUR', '47': 'UTAHST', '48': 'OHIOST', '49': 'ILL', '50': 'LIBRTY', '51': 'SDST', '52': 'CLVST', '53': 'VIR', '54': 'IOWA', '55': 'LSU', '56': 'MARY', '57': 'WISC', '58': 'OHIOST', '59': 'ILL', '60': 'CLVST', '61': 'VIR', '62': 'LSU', '63': 'WISC', '64': 'ILL', '65': 'LSU', '66': 'WISC', '67': 'WISC'}",max
680,604fa50facb880dd47519b46,"{'01': 'DRAKE', '02': 'MST', '03': 'APPLST', '04': 'MSTM', '05': 'GNZG', '06': 'MISSR', '07': 'CREIGH', '08': 'VIR', '09': 'USC', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'LSU', '15': 'COL', '16': 'FLST', '17': 'BYU', '18': 'TX', '19': 'MARY', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'PUR', '25': 'TXTECH', '26': 'ARK', '27': 'VTECH', '28': 'OHIOST', '29': 'ILL', '30': 'GTECH', '31': 'TENN', '32': 'OKST', '33': 'SYRA', '34': 'WVIR', '35': 'RUTGER', '36': 'HOU', '37': 'GNZG', '38': 'VIR', '39': 'KAN', '40': 'IOWA', '41': 'MICH', '42': 'COL', '43': 'TX', '44': 'MARY', '45': 'WISC', '46': 'PUR', '47': 'ARK', '48': 'OHIOST', '49': 'ILL', '50': 'TENN', '51': 'SYRA', '52': 'RUTGER', '53': 'VIR', '54': 'IOWA', '55': 'MICH', '56': 'MARY', '57': 'WISC', '58': 'OHIOST', '59': 'ILL', '60': 'RUTGER', '61': 'IOWA', '62': 'MICH', '63': 'OHIOST', '64': 'ILL', '65': 'IOWA', '66': 'ILL', '67': 'IOWA'}",none
681,604fa514acb880dd47519b47,"{'01': 'DRAKE', '02': 'MST', '03': 'APPLST', '04': 'MSTM', '05': 'GNZG', '06': 'MISSR', '07': 'CREIGH', '08': 'VIR', '09': 'USC', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'LSU', '15': 'GEORGE', '16': 'FLST', '17': 'BYU', '18': 'TX', '19': 'MARY', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'NTX', '25': 'UTAHST', '26': 'ARK', '27': 'VTECH', '28': 'OHIOST', '29': 'ILL', '30': 'GTECH', '31': 'TENN', '32': 'OKST', '33': 'SYRA', '34': 'WVIR', '35': 'CLMSN', '36': 'HOU', '37': 'GNZG', '38': 'VIR', '39': 'KAN', '40': 'IOWA', '41': 'MICH', '42': 'FLST', '43': 'BYU', '44': 'MARY', '45': 'BAYL', '46': 'VILL', '47': 'ARK', '48': 'OHIOST', '49': 'GTECH', '50': 'TENN', '51': 'SYRA', '52': 'HOU', '53': 'VIR', '54': 'IOWA', '55': 'MICH', '56': 'MARY', '57': 'BAYL', '58': 'OHIOST', '59': 'GTECH', '60': 'SYRA', '61': 'VIR', '62': 'MICH', '63': 'OHIOST', '64': 'SYRA', '65': 'VIR', '66': 'SYRA', '67': 'SYRA'}",mild
682,604fa518acb880dd47519b48,"{'01': 'DRAKE', '02': 'UCLA', '03': 'APPLST', '04': 'MSTM', '05': 'GNZG', '06': 'MISSR', '07': 'CREIGH', '08': 'VIR', '09': 'USC', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'LSU', '15': 'COL', '16': 'FLST', '17': 'BYU', '18': 'TX', '19': 'MARY', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'PUR', '25': 'TXTECH', '26': 'ARK', '27': 'FL', '28': 'OHIOST', '29': 'ILL', '30': 'GTECH', '31': 'TENN', '32': 'OKST', '33': 'SYRA', '34': 'WVIR', '35': 'RUTGER', '36': 'HOU', '37': 'GNZG', '38': 'VIR', '39': 'KAN', '40': 'IOWA', '41': 'MICH', '42': 'COL', '43': 'TX', '44': 'MARY', '45': 'WISC', '46': 'PUR', '47': 'ARK', '48': 'OHIOST', '49': 'ILL', '50': 'TENN', '51': 'SYRA', '52': 'HOU', '53': 'GNZG', '54': 'IOWA', '55': 'MICH', '56': 'MARY', '57': 'WISC', '58': 'OHIOST', '59': 'ILL', '60': 'SYRA', '61': 'IOWA', '62': 'MICH', '63': 'OHIOST', '64': 'ILL', '65': 'IOWA', '66': 'ILL', '67': 'IOWA'}",none
683,604fa531acb880dd47519b49,"{'01': 'DRAKE', '02': 'MST', '03': 'APPLST', '04': 'MSTM', '05': 'GNZG', '06': 'OKL', '07': 'CREIGH', '08': 'VIR', '09': 'USC', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'LSU', '15': 'GEORGE', '16': 'FLST', '17': 'MST', '18': 'TX', '19': 'UCONN', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'NTX', '25': 'TXTECH', '26': 'ARK', '27': 'VTECH', '28': 'OHIOST', '29': 'ILL', '30': 'LOYCH', '31': 'OREGST', '32': 'LIBRTY', '33': 'SDST', '34': 'MHST', '35': 'CLMSN', '36': 'HOU', '37': 'GNZG', '38': 'CREIGH', '39': 'USC', '40': 'IOWA', '41': 'MICH', '42': 'GEORGE', '43': 'MST', '44': 'ALA', '45': 'WISC', '46': 'VILL', '47': 'TXTECH', '48': 'VTECH', '49': 'ILL', '50': 'OREGST', '51': 'SDST', '52': 'CLMSN', '53': 'GNZG', '54': 'USC', '55': 'GEORGE', '56': 'ALA', '57': 'WISC', '58': 'TXTECH', '59': 'ILL', '60': 'CLMSN', '61': 'USC', '62': 'GEORGE', '63': 'WISC', '64': 'ILL', '65': 'USC', '66': 'ILL', '67': 'ILL'}",max
684,604fa53eacb880dd47519b4a,"{'01': 'DRAKE', '02': 'UCLA', '03': 'NORFST', '04': 'MSTM', '05': 'GNZG', '06': 'MISSR', '07': 'USCB', '08': 'OHIO', '09': 'USC', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'LSU', '15': 'COL', '16': 'FLST', '17': 'UCLA', '18': 'TX', '19': 'MARY', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'PUR', '25': 'TXTECH', '26': 'ARK', '27': 'FL', '28': 'OHIOST', '29': 'ILL', '30': 'LOYCH', '31': 'TENN', '32': 'LIBRTY', '33': 'SYRA', '34': 'WVIR', '35': 'RUTGER', '36': 'CLVST', '37': 'GNZG', '38': 'USCB', '39': 'KAN', '40': 'IOWA', '41': 'LSU', '42': 'COL', '43': 'TX', '44': 'MARY', '45': 'WISC', '46': 'VILL', '47': 'ARK', '48': 'OHIOST', '49': 'ILL', '50': 'TENN', '51': 'SYRA', '52': 'RUTGER', '53': 'GNZG', '54': 'IOWA', '55': 'COL', '56': 'MARY', '57': 'VILL', '58': 'OHIOST', '59': 'ILL', '60': 'SYRA', '61': 'IOWA', '62': 'MARY', '63': 'OHIOST', '64': 'ILL', '65': 'IOWA', '66': 'ILL', '67': 'IOWA'}",max
685,604fa548acb880dd47519b4b,"{'01': 'DRAKE', '02': 'MST', '03': 'APPLST', '04': 'TXS', '05': 'GNZG', '06': 'OKL', '07': 'CREIGH', '08': 'VIR', '09': 'DRAKE', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'STBON', '15': 'COL', '16': 'FLST', '17': 'BYU', '18': 'TX', '19': 'MARY', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'PUR', '25': 'TXTECH', '26': 'ARK', '27': 'VTECH', '28': 'OHIOST', '29': 'ILL', '30': 'GTECH', '31': 'OREGST', '32': 'OKST', '33': 'SYRA', '34': 'WVIR', '35': 'RUTGER', '36': 'HOU', '37': 'GNZG', '38': 'VIR', '39': 'KAN', '40': 'IOWA', '41': 'MICH', '42': 'COL', '43': 'BYU', '44': 'MARY', '45': 'WISC', '46': 'VILL', '47': 'TXTECH', '48': 'OHIOST', '49': 'ILL', '50': 'OKST', '51': 'SYRA', '52': 'HOU', '53': 'GNZG', '54': 'IOWA', '55': 'MICH', '56': 'MARY', '57': 'WISC', '58': 'OHIOST', '59': 'ILL', '60': 'HOU', '61': 'IOWA', '62': 'MARY', '63': 'OHIOST', '64': 'ILL', '65': 'MARY', '66': 'ILL', '67': 'ILL'}",mild
686,604fa549f652af3728519b34,"{'01': 'DRAKE', '02': 'UCLA', '03': 'APPLST', '04': 'MSTM', '05': 'GNZG', '06': 'OKL', '07': 'CREIGH', '08': 'VIR', '09': 'USC', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'LSU', '15': 'GEORGE', '16': 'FLST', '17': 'BYU', '18': 'TX', '19': 'MARY', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'PUR', '25': 'UTAHST', '26': 'ARK', '27': 'VTECH', '28': 'OHIOST', '29': 'ILL', '30': 'LOYCH', '31': 'OREGST', '32': 'OKST', '33': 'SYRA', '34': 'WVIR', '35': 'RUTGER', '36': 'HOU', '37': 'GNZG', '38': 'VIR', '39': 'KAN', '40': 'IOWA', '41': 'LSU', '42': 'FLST', '43': 'TX', '44': 'MARY', '45': 'WISC', '46': 'VILL', '47': 'UTAHST', '48': 'OHIOST', '49': 'ILL', '50': 'OKST', '51': 'SYRA', '52': 'HOU', '53': 'VIR', '54': 'IOWA', '55': 'LSU', '56': 'MARY', '57': 'WISC', '58': 'OHIOST', '59': 'ILL', '60': 'HOU', '61': 'IOWA', '62': 'MARY', '63': 'OHIOST', '64': 'ILL', '65': 'MARY', '66': 'OHIOST', '67': 'OHIOST'}",mild
687,604fa569f652af3728519b35,"{'01': 'WICHST', '02': 'MST', '03': 'APPLST', '04': 'MSTM', '05': 'GNZG', '06': 'OKL', '07': 'CREIGH', '08': 'VIR', '09': 'USC', '10': 'EWASH', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'STBON', '15': 'COL', '16': 'FLST', '17': 'MST', '18': 'TX', '19': 'UCONN', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'PUR', '25': 'TXTECH', '26': 'ARK', '27': 'VTECH', '28': 'OHIOST', '29': 'ILL', '30': 'GTECH', '31': 'TENN', '32': 'LIBRTY', '33': 'SYRA', '34': 'MHST', '35': 'RUTGER', '36': 'HOU', '37': 'GNZG', '38': 'CREIGH', '39': 'USC', '40': 'IOWA', '41': 'STBON', '42': 'COL', '43': 'MST', '44': 'ALA', '45': 'BAYL', '46': 'VILL', '47': 'ARK', '48': 'OHIOST', '49': 'GTECH', '50': 'TENN', '51': 'MHST', '52': 'HOU', '53': 'GNZG', '54': 'IOWA', '55': 'STBON', '56': 'ALA', '57': 'BAYL', '58': 'OHIOST', '59': 'GTECH', '60': 'MHST', '61': 'GNZG', '62': 'ALA', '63': 'BAYL', '64': 'GTECH', '65': 'GNZG', '66': 'GTECH', '67': 'GNZG'}",max
688,604fa57dacb880dd47519b4c,"{'01': 'DRAKE', '02': 'MST', '03': 'NORFST', '04': 'MSTM', '05': 'GNZG', '06': 'MISSR', '07': 'CREIGH', '08': 'VIR', '09': 'DRAKE', '10': 'KAN', '11': 'VCU', '12': 'IOWA', '13': 'MICH', '14': 'LSU', '15': 'GEORGE', '16': 'FLST', '17': 'MST', '18': 'TX', '19': 'UCONN', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'PUR', '25': 'TXTECH', '26': 'ARK', '27': 'FL', '28': 'OHIOST', '29': 'ILL', '30': 'LOYCH', '31': 'TENN', '32': 'OKST', '33': 'SYRA', '34': 'WVIR', '35': 'RUTGER', '36': 'HOU', '37': 'GNZG', '38': 'VIR', '39': 'KAN', '40': 'IOWA', '41': 'MICH', '42': 'GEORGE', '43': 'TX', '44': 'UCONN', '45': 'BAYL', '46': 'VILL', '47': 'TXTECH', '48': 'OHIOST', '49': 'ILL', '50': 'OKST', '51': 'WVIR', '52': 'HOU', '53': 'GNZG', '54': 'IOWA', '55': 'MICH', '56': 'TX', '57': 'VILL', '58': 'OHIOST', '59': 'ILL', '60': 'HOU', '61': 'GNZG', '62': 'MICH', '63': 'OHIOST', '64': 'HOU', '65': 'MICH', '66': 'OHIOST', '67': 'OHIOST'}",max
689,604fa586f652af3728519b36,"{'01': 'DRAKE', '02': 'MST', '03': 'APPLST', '04': 'MSTM', '05': 'GNZG', '06': 'MISSR', '07': 'CREIGH', '08': 'VIR', '09': 'DRAKE', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'LSU', '15': 'COL', '16': 'NCG', '17': 'BYU', '18': 'TX', '19': 'UCONN', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'PUR', '25': 'UTAHST', '26': 'ARK', '27': 'VTECH', '28': 'OHIOST', '29': 'ILL', '30': 'LOYCH', '31': 'TENN', '32': 'LIBRTY', '33': 'SYRA', '34': 'MHST', '35': 'RUTGER', '36': 'HOU', '37': 'MISSR', '38': 'VIR', '39': 'KAN', '40': 'IOWA', '41': 'MICH', '42': 'COL', '43': 'BYU', '44': 'ALA', '45': 'BAYL', '46': 'VILL', '47': 'UTAHST', '48': 'OHIOST', '49': 'ILL', '50': 'TENN', '51': 'SYRA', '52': 'RUTGER', '53': 'VIR', '54': 'IOWA', '55': 'MICH', '56': 'ALA', '57': 'BAYL', '58': 'OHIOST', '59': 'ILL', '60': 'SYRA', '61': 'IOWA', '62': 'MICH', '63': 'OHIOST', '64': 'ILL', '65': 'IOWA', '66': 'ILL', '67': 'IOWA'}",mild
690,604fa58bacb880dd47519b4d,"{'01': 'WICHST', '02': 'UCLA', '03': 'APPLST', '04': 'MSTM', '05': 'APPLST', '06': 'MISSR', '07': 'CREIGH', '08': 'VIR', '09': 'USC', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'LSU', '15': 'COL', '16': 'NCG', '17': 'BYU', '18': 'TX', '19': 'UCONN', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'PUR', '25': 'UTAHST', '26': 'ARK', '27': 'FL', '28': 'OHIOST', '29': 'ILL', '30': 'LOYCH', '31': 'TENN', '32': 'LIBRTY', '33': 'SYRA', '34': 'WVIR', '35': 'RUTGER', '36': 'HOU', '37': 'MISSR', '38': 'VIR', '39': 'USC', '40': 'IOWA', '41': 'MICH', '42': 'NCG', '43': 'TX', '44': 'ALA', '45': 'WISC', '46': 'PUR', '47': 'ARK', '48': 'OHIOST', '49': 'ILL', '50': 'TENN', '51': 'SYRA', '52': 'HOU', '53': 'MISSR', '54': 'IOWA', '55': 'MICH', '56': 'ALA', '57': 'PUR', '58': 'ARK', '59': 'ILL', '60': 'SYRA', '61': 'IOWA', '62': 'ALA', '63': 'PUR', '64': 'ILL', '65': 'ALA', '66': 'ILL', '67': 'ILL'}",max
691,604fa592acb880dd47519b4e,"{'01': 'DRAKE', '02': 'UCLA', '03': 'APPLST', '04': 'MSTM', '05': 'GNZG', '06': 'OKL', '07': 'CREIGH', '08': 'VIR', '09': 'USC', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'LSU', '15': 'COL', '16': 'FLST', '17': 'BYU', '18': 'TX', '19': 'MARY', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'PUR', '25': 'TXTECH', '26': 'ARK', '27': 'VTECH', '28': 'OHIOST', '29': 'ILL', '30': 'GTECH', '31': 'TENN', '32': 'OKST', '33': 'SYRA', '34': 'WVIR', '35': 'RUTGER', '36': 'HOU', '37': 'GNZG', '38': 'VIR', '39': 'USC', '40': 'IOWA', '41': 'MICH', '42': 'COL', '43': 'TX', '44': 'MARY', '45': 'WISC', '46': 'PUR', '47': 'ARK', '48': 'OHIOST', '49': 'ILL', '50': 'OKST', '51': 'SYRA', '52': 'RUTGER', '53': 'VIR', '54': 'IOWA', '55': 'MICH', '56': 'MARY', '57': 'WISC', '58': 'OHIOST', '59': 'ILL', '60': 'SYRA', '61': 'IOWA', '62': 'MARY', '63': 'OHIOST', '64': 'ILL', '65': 'IOWA', '66': 'ILL', '67': 'IOWA'}",none
692,604fa599f652af3728519b37,"{'01': 'DRAKE', '02': 'MST', '03': 'APPLST', '04': 'TXS', '05': 'GNZG', '06': 'OKL', '07': 'CREIGH', '08': 'VIR', '09': 'USC', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'STBON', '15': 'GEORGE', '16': 'FLST', '17': 'MST', '18': 'ABCHR', '19': 'UCONN', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'WINTH', '24': 'PUR', '25': 'TXTECH', '26': 'ARK', '27': 'FL', '28': 'OHIOST', '29': 'ILL', '30': 'LOYCH', '31': 'TENN', '32': 'OKST', '33': 'SDST', '34': 'WVIR', '35': 'RUTGER', '36': 'HOU', '37': 'GNZG', '38': 'VIR', '39': 'KAN', '40': 'IOWA', '41': 'STBON', '42': 'FLST', '43': 'MST', '44': 'ALA', '45': 'WISC', '46': 'PUR', '47': 'ARK', '48': 'FL', '49': 'ILL', '50': 'TENN', '51': 'SDST', '52': 'HOU', '53': 'GNZG', '54': 'IOWA', '55': 'FLST', '56': 'ALA', '57': 'PUR', '58': 'ARK', '59': 'ILL', '60': 'SDST', '61': 'GNZG', '62': 'ALA', '63': 'PUR', '64': 'ILL', '65': 'GNZG', '66': 'ILL', '67': 'ILL'}",max
693,604fa5a67bf1a66fab519b32,"{'01': 'DRAKE', '02': 'UCLA', '03': 'APPLST', '04': 'MSTM', '05': 'GNZG', '06': 'MISSR', '07': 'USCB', '08': 'VIR', '09': 'DRAKE', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'STBON', '15': 'COL', '16': 'NCG', '17': 'BYU', '18': 'TX', '19': 'UCONN', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'PUR', '25': 'UTAHST', '26': 'ARK', '27': 'VTECH', '28': 'ORAL', '29': 'ILL', '30': 'GTECH', '31': 'OREGST', '32': 'OKST', '33': 'SYRA', '34': 'WVIR', '35': 'RUTGER', '36': 'HOU', '37': 'GNZG', '38': 'VIR', '39': 'DRAKE', '40': 'IOWA', '41': 'MICH', '42': 'COL', '43': 'BYU', '44': 'ALA', '45': 'WISC', '46': 'VILL', '47': 'UTAHST', '48': 'VTECH', '49': 'ILL', '50': 'OKST', '51': 'WVIR', '52': 'RUTGER', '53': 'VIR', '54': 'DRAKE', '55': 'MICH', '56': 'BYU', '57': 'WISC', '58': 'UTAHST', '59': 'OKST', '60': 'RUTGER', '61': 'VIR', '62': 'MICH', '63': 'WISC', '64': 'RUTGER', '65': 'MICH', '66': 'WISC', '67': 'MICH'}",max
694,604fa5aaacb880dd47519b4f,"{'01': 'DRAKE', '02': 'UCLA', '03': 'APPLST', '04': 'MSTM', '05': 'GNZG', '06': 'OKL', '07': 'CREIGH', '08': 'VIR', '09': 'USC', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'LSU', '15': 'COL', '16': 'FLST', '17': 'BYU', '18': 'TX', '19': 'MARY', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'PUR', '25': 'TXTECH', '26': 'ARK', '27': 'VTECH', '28': 'OHIOST', '29': 'ILL', '30': 'GTECH', '31': 'TENN', '32': 'OKST', '33': 'SYRA', '34': 'WVIR', '35': 'RUTGER', '36': 'HOU', '37': 'GNZG', '38': 'VIR', '39': 'KAN', '40': 'IOWA', '41': 'MICH', '42': 'COL', '43': 'TX', '44': 'MARY', '45': 'WISC', '46': 'VILL', '47': 'ARK', '48': 'OHIOST', '49': 'ILL', '50': 'TENN', '51': 'SYRA', '52': 'RUTGER', '53': 'VIR', '54': 'IOWA', '55': 'MICH', '56': 'TX', '57': 'WISC', '58': 'OHIOST', '59': 'ILL', '60': 'SYRA', '61': 'IOWA', '62': 'MICH', '63': 'WISC', '64': 'ILL', '65': 'IOWA', '66': 'ILL', '67': 'IOWA'}",none
695,604fa5acf652af3728519b38,"{'01': 'DRAKE', '02': 'MST', '03': 'APPLST', '04': 'MSTM', '05': 'GNZG', '06': 'OKL', '07': 'CREIGH', '08': 'VIR', '09': 'USC', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'LSU', '15': 'COL', '16': 'FLST', '17': 'MST', '18': 'TX', '19': 'MARY', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'PUR', '25': 'TXTECH', '26': 'ARK', '27': 'VTECH', '28': 'OHIOST', '29': 'ILL', '30': 'GTECH', '31': 'TENN', '32': 'OKST', '33': 'SYRA', '34': 'WVIR', '35': 'RUTGER', '36': 'HOU', '37': 'GNZG', '38': 'VIR', '39': 'KAN', '40': 'IOWA', '41': 'MICH', '42': 'COL', '43': 'TX', '44': 'MARY', '45': 'WISC', '46': 'VILL', '47': 'ARK', '48': 'OHIOST', '49': 'ILL', '50': 'TENN', '51': 'SYRA', '52': 'RUTGER', '53': 'VIR', '54': 'IOWA', '55': 'MICH', '56': 'MARY', '57': 'WISC', '58': 'OHIOST', '59': 'ILL', '60': 'SYRA', '61': 'IOWA', '62': 'MICH', '63': 'WISC', '64': 'ILL', '65': 'IOWA', '66': 'ILL', '67': 'ILL'}",none
696,604fa5ae268a3cbccd6220aa,"{'01': 'DRAKE', '02': 'MST', '03': 'APPLST', '04': 'TXS', '05': 'GNZG', '06': 'MISSR', '07': 'CREIGH', '08': 'VIR', '09': 'USC', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'LSU', '15': 'COL', '16': 'NCG', '17': 'MST', '18': 'TX', '19': 'MARY', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'NTX', '25': 'TXTECH', '26': 'ARK', '27': 'VTECH', '28': 'OHIOST', '29': 'ILL', '30': 'LOYCH', '31': 'TENN', '32': 'OKST', '33': 'SYRA', '34': 'WVIR', '35': 'RUTGER', '36': 'HOU', '37': 'MISSR', '38': 'CREIGH', '39': 'KAN', '40': 'IOWA', '41': 'LSU', '42': 'COL', '43': 'TX', '44': 'MARY', '45': 'WISC', '46': 'VILL', '47': 'ARK', '48': 'OHIOST', '49': 'ILL', '50': 'TENN', '51': 'WVIR', '52': 'RUTGER', '53': 'CREIGH', '54': 'IOWA', '55': 'LSU', '56': 'MARY', '57': 'WISC', '58': 'ARK', '59': 'ILL', '60': 'RUTGER', '61': 'IOWA', '62': 'MARY', '63': 'ARK', '64': 'ILL', '65': 'IOWA', '66': 'ILL', '67': 'ILL'}",mild
697,604fa5b1acb880dd47519b50,"{'01': 'DRAKE', '02': 'MST', '03': 'APPLST', '04': 'MSTM', '05': 'GNZG', '06': 'OKL', '07': 'CREIGH', '08': 'VIR', '09': 'USC', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'LSU', '15': 'COL', '16': 'FLST', '17': 'BYU', '18': 'TX', '19': 'MARY', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'PUR', '25': 'TXTECH', '26': 'ARK', '27': 'VTECH', '28': 'OHIOST', '29': 'ILL', '30': 'GTECH', '31': 'OREGST', '32': 'OKST', '33': 'SYRA', '34': 'WVIR', '35': 'RUTGER', '36': 'HOU', '37': 'GNZG', '38': 'VIR', '39': 'KAN', '40': 'IOWA', '41': 'MICH', '42': 'COL', '43': 'TX', '44': 'MARY', '45': 'WISC', '46': 'PUR', '47': 'ARK', '48': 'OHIOST', '49': 'ILL', '50': 'OKST', '51': 'SYRA', '52': 'RUTGER', '53': 'GNZG', '54': 'IOWA', '55': 'MICH', '56': 'MARY', '57': 'WISC', '58': 'OHIOST', '59': 'ILL', '60': 'RUTGER', '61': 'IOWA', '62': 'MARY', '63': 'OHIOST', '64': 'ILL', '65': 'IOWA', '66': 'ILL', '67': 'IOWA'}",none
698,604fa5b5acb880dd47519b51,"{'01': 'DRAKE', '02': 'MST', '03': 'APPLST', '04': 'MSTM', '05': 'GNZG', '06': 'MISSR', '07': 'CREIGH', '08': 'VIR', '09': 'USC', '10': 'KAN', '11': 'ORE', '12': 'IOWA', '13': 'MICH', '14': 'LSU', '15': 'COL', '16': 'FLST', '17': 'BYU', '18': 'TX', '19': 'MARY', '20': 'ALA', '21': 'BAYL', '22': 'WISC', '23': 'VILL', '24': 'NTX', '25': 'TXTECH', '26': 'ARK', '27': 'FL', '28': 'OHIOST', '29': 'ILL', '30': 'LOYCH', '31': 'TENN', '32': 'OKST', '33': 'SDST', '34': 'WVIR', '35': 'RUTGER', '36': 'HOU', '37': 'GNZG', '38': 'CREIGH', '39': 'USC', '40': 'IOWA', '41': 'MICH', '42': 'COL', '43': 'TX', '44': 'ALA', '45': 'BAYL', '46': 'NTX', '47': 'ARK', '48': 'OHIOST', '49': 'ILL', '50': 'TENN', '51': 'WVIR', '52': 'HOU', '53': 'GNZG', '54': 'USC', '55': 'MICH', '56': 'ALA', '57': 'NTX', '58': 'OHIOST', '59': 'TENN', '60': 'HOU', '61': 'GNZG', '62': 'MICH', '63': 'OHIOST', '64': 'HOU', '65': 'MICH', '66': 'OHIOST', '67': 'MICH'}",max
