,_id,add_date,beat_date,complete_date,dlc,game_hours,game_minutes,game_notes,game_status,game_system,game_title,genre,now_playing,playtime_calc,start_date,sub_title
413,6007bab2a5cefca6c9947f43,2013-10-01 16:00:00,2013-10-14 16:00:00,,N,158.0,36.0,"Inspired by the World Championships...28/50 in a row is my best so far. Kalos Champion in 31:21! Honestly, I never thought I''d play a game like Silver again. That perfect, polished feeling. The level curve could have been more challenging, but in the end, the multiplayer additions more than make up for it.",Beaten,3DS,Pokemon Y,RPG,N,Actual,2013-10-12 16:00:00,
414,6007bab2a5cefca6c9947f34,2013-07-10 16:00:00,,,N,,,,Infinite,PC,Gunbound Revolution,Turn-based strategy,N,,,
415,6007bab2a5cefca6c9947f40,2013-08-23 16:00:00,2013-09-18 16:00:00,,N,45.0,11.0,,Beaten,NDS,Pokemon White,RPG,N,Actual,2013-09-03 16:00:00,
416,6007bab2a5cefca6c9947f23,2013-02-05 16:00:00,2013-02-05 16:00:00,,N,,,,Beaten,WinStr,Taptiles,Puzzle,N,,2013-02-05 16:00:00,
417,6007bab2a5cefca6c9947f27,2013-03-02 16:00:00,2013-03-10 16:00:00,,N,,,"Legend is the final goal...Glitched achievement, GG. Completely different racing style from DiRT and Forza, but enjoyable. Not a fan of majorly glitched games, however.",Completed,360,GRID,Racing,N,,2013-03-03 16:00:00,
418,6007bab2a5cefca6c9947f42,2013-09-23 16:00:00,2013-09-27 16:00:00,2013-10-01 16:00:00,N,,,,Completed,PS2,Dance Dance Revolution Extreme,Rhythm,N,,2013-09-27 16:00:00,
419,6007bab2a5cefca6c9947f2c,2013-04-18 16:00:00,2013-04-19 16:00:00,,N,,,,Beaten,XBLA,Tony Hawk's Pro Skater HD,Sports,N,,2013-04-19 16:00:00,
420,6007bab2a5cefca6c9947f45,2013-11-18 16:00:00,2013-11-28 16:00:00,,N,16.0,17.0,"Going for completion on Hero Mode. Awesome, awesome game. Hero Mode should make it a lot more challenging!",Beaten,3DS,The Legend of Zelda: A Link Between Worlds,Action-adventure,N,Actual,2013-11-24 16:00:00,
421,6007bab2a5cefca6c9947f44,2013-11-01 16:00:00,2013-11-13 16:00:00,2014-01-15 16:00:00,N,,,Missing about 100 colors. All plants. My 2nd favorite streetpass game. Fun!,Completed,3DS,Flower Town,Simulation,N,,2013-11-13 16:00:00,
422,6007bab2a5cefca6c9947f35,2013-07-10 16:00:00,,,N,,,,Infinite,PC,Kart Rider,Racing,N,,,
423,6007bab2a5cefca6c9947f37,2013-07-10 16:00:00,,,N,,,,Infinite,PC,Virtual Pool 2,Sports,N,,,
