,_id,away_key,home_key,home_win_chance_max,home_win_chance_median,home_win_chance_medium,home_win_chance_mild,max_margin_bottom,max_margin_top,median_margin,median_margin_bottom,median_margin_top,medium_margin_bottom,medium_margin_top,mild_margin_bottom,mild_margin_top,season
0,604eaa07846b888c6d250a8e,WICHST,OHIO,0.627,1.0,0.6588089330024814,0.754863813229572,-45,51,5,1,9,-13,24,-5,15,2021
1,604eaa28c6bed40d88bc52a5,WICHST,UTAHST,0.608,1.0,0.6320987654320988,0.7062256809338522,-42,46,5,1,8,-14,23,-6,14,2021
2,604eaa2c5a0a9cf0e7e64e25,WICHST,MST,0.715,1.0,0.7668711656441718,0.9182509505703422,-43,48,8,4,12,-11,26,-2,17,2021
3,604eaa371efa6f8d3744c45a,WICHST,STBON,0.706,1.0,0.7564575645756457,0.8916349809885932,-36,48,8,4,11,-12,26,-3,16,2021
4,604eaa3b4c8b3d01b83b6846,WICHST,WISC,0.858,1.0,0.9457459926017263,1.0,-28,60,15,12,18,-3,34,6,25,2021
5,604eaa3d064ea3d113421c40,WICHST,VCU,0.509,0.5740740740740741,0.508578431372549,0.5326923076923077,-55,43,1,-3,4,-19,18,-10,10,2021
6,604eaa3d199fbc668ecf31c7,WICHST,IONA,0.154,0.0,0.07749077490774908,0.0,-63,31,-15,-18,-11,-33,5,-24,-5,2021
7,604eaa422f5a8f3b7c8248bf,WICHST,NORFST,0.172,0.0,0.09494451294697903,0.0,-66,33,-14,-18,-10,-32,5,-24,-5,2021
8,604eaa4305f2a6627b5c50d5,WICHST,MARY,0.848,1.0,0.9272503082614056,1.0,-26,64,15,11,18,-4,32,5,24,2021
9,604eaa44fe353c137ef79c2b,WICHST,MSTM,0.345,0.0,0.3064516129032258,0.20039292730844793,-52,45,-5,-8,-2,-24,12,-14,4,2021
10,604eaa48c8e1d3217e900d46,WICHST,NCG,0.492,0.43636363636363634,0.48941469489414696,0.4756554307116105,-50,44,-1,-4,3,-17,19,-10,9,2021
11,604eaa4b4203e33c44047b47,WICHST,EWASH,0.497,0.4474885844748858,0.49814126394052044,0.48532289628180036,-45,49,-1,-5,3,-21,19,-11,9,2021
12,604eaa4ebfc99bb72327636e,WICHST,WINTH,0.298,0.0,0.2506203473945409,0.13644859813084112,-55,34,-8,-11,-4,-27,10,-18,3,2021
13,604eaa4fae6dd1a35c27c50e,WICHST,USCB,0.52,0.6255506607929515,0.5296296296296297,0.5293040293040293,-47,41,1,-3,5,-16,19,-9,11,2021
14,604eaa526dbd8f66ede8a42f,WICHST,GCAN,0.378,0.0,0.3590686274509804,0.25471698113207547,-47,50,-5,-8,-1,-21,15,-15,6,2021
15,604eaa55b9c0234a862b0967,WICHST,HARTFD,0.245,0.0,0.1928746928746929,0.0,-58,35,-10,-13,-6,-27,8,-20,-1,2021
16,604eaa57aaa32f99811464d4,WICHST,GEORGE,0.668,1.0,0.7079207920792079,0.820952380952381,-39,56,6,3,9,-13,24,-4,15,2021
17,604eaa58a67402cc3d69d2e2,WICHST,ABCHR,0.233,0.0,0.173053152039555,0.0,-62,34,-10,-14,-7,-28,8,-20,-1,2021
18,604eaa65c561765995e28958,WICHST,MISSR,0.705,1.0,0.7531017369727047,0.8597785977859779,-41,50,8,5,11,-10,25,-3,17,2021
19,604eaa6e0ed4c98a577e61bf,WICHST,NTX,0.646,1.0,0.6840148698884758,0.787109375,-45,48,6,3,10,-13,23,-4,15,2021
20,604eab668dc18d84861eeb44,WICHST,GTECH,0.785,1.0,0.8527227722772277,1.0,-36,64,11,7,15,-7,30,2,20,2021
21,604eab6919c4dcf7ed44c45a,WICHST,DREXEL,0.352,0.0,0.3124231242312423,0.22519083969465647,-42,38,-6,-9,-2,-22,13,-14,5,2021
22,604eab6d367da9ab43604a3b,WICHST,COLG,0.438,0.23605150214592274,0.4261294261294261,0.372848948374761,-46,42,-3,-7,2,-22,17,-13,8,2021
23,604eab72b1ae8f3c65bc52a5,WICHST,CLVST,0.364,0.0,0.33978234582829503,0.23314065510597304,-71,40,-5,-9,-2,-24,13,-15,5,2021
24,604eab7363eaa7765ecf31c7,WICHST,LIBRTY,0.653,1.0,0.6826568265682657,0.7988505747126436,-34,46,5,2,9,-14,23,-5,15,2021
25,604eab7f064ea3d113421c50,WICHST,SYRA,0.846,1.0,0.9315068493150684,1.0,-32,54,14,10,18,-4,31,5,23,2021
26,604eab84846b888c6d250a9e,WICHST,MHST,0.484,0.4511627906976744,0.47820672478206727,0.4619771863117871,-48,52,-1,-4,3,-19,18,-11,9,2021
27,604eab88683058f644d728ec,WICHST,APPLST,0.465,0.38267148014440433,0.45241038318912236,0.4418604651162791,-49,43,-2,-5,3,-19,17,-10,9,2021
28,604eab8ba15aa82e97e64e25,WICHST,RUTGER,0.797,1.0,0.8683229813664596,1.0,-31,52,11,8,14,-7,29,2,21,2021
29,604eab8fed39b4154c5c1c2b,WICHST,ORE,0.747,1.0,0.8017241379310345,0.96045197740113,-38,60,10,6,13,-9,27,-1,19,2021
30,604eab975eb1bdb13127c50e,WICHST,TXS,0.145,0.0,0.058530510585305104,0.0,-55,28,-15,-18,-11,-32,3,-24,-5,2021
31,604eab9a30e94052f93b6846,WICHST,MICH,0.889,1.0,0.9777227722772277,1.0,-34,62,17,13,20,-1,34,7,27,2021
32,604eab9b2f5a8f3b7c8248cf,WICHST,CREIGH,0.79,1.0,0.8594527363184079,1.0,-29,66,12,8,15,-7,30,3,22,2021
33,604eaba03549d68b832b0967,WICHST,OKL,0.763,1.0,0.8225806451612904,1.0,-37,54,10,7,13,-10,25,1,19,2021
34,604eaba6f701b682992b96b6,WICHST,OREGST,0.616,1.0,0.6386138613861386,0.7423076923076923,-35,59,5,1,9,-14,22,-5,15,2021
35,604eabaed299600ac6f73fcc,WICHST,VTECH,0.655,1.0,0.6889714993804213,0.7965451055662188,-45,53,6,3,10,-13,24,-5,16,2021
36,604eabb7d5771a2b06f79c2b,WICHST,IOWA,0.954,1.0,1.0,1.0,-21,67,23,19,26,5,41,13,32,2021
37,604eabbb2869409bf50c9f9f,WICHST,DRAKE,0.707,1.0,0.7475369458128078,0.8996138996138996,-43,56,8,5,11,-11,26,-2,17,2021
38,604eabc1fe95128f1cb05c7c,WICHST,ORAL,0.6,1.0,0.6242350061199511,0.7009708737864078,-45,54,4,1,7,-15,23,-6,13,2021
39,604eabc6a3df40d95829577b,WICHST,GNZG,0.858,1.0,0.9429280397022333,1.0,-36,61,15,12,19,-3,35,6,26,2021
40,604eac914573c06d60264f17,WICHST,VILL,0.819,1.0,0.8913308913308914,1.0,-39,61,13,9,16,-6,33,4,23,2021
41,604eac9542fdc29d67afd92e,WICHST,BAYL,0.779,1.0,0.8471023427866831,1.0,-30,54,11,8,14,-8,30,2,21,2021
42,604eac998c9fc7ffcab05295,WICHST,BYU,0.784,1.0,0.8473748473748474,1.0,-36,61,10,8,13,-8,29,2,20,2021
43,604eaca0bcc2efd67b69d2e2,WICHST,TX,0.766,1.0,0.8345679012345679,1.0,-35,54,11,8,15,-8,29,1,20,2021
44,604eacadf1537839c3b9dbc7,WICHST,ALA,0.729,1.0,0.7863354037267081,0.949119373776908,-48,50,9,5,13,-10,27,-1,18,2021
45,604eacb68fb89ba4acd728ec,WICHST,TXTECH,0.687,1.0,0.7307692307692307,0.8582230623818525,-45,65,7,3,10,-12,25,-3,17,2021
46,604eacb9b0c99457d51464d4,WICHST,COL,0.772,1.0,0.8401486988847584,1.0,-36,55,10,7,13,-6,28,2,19,2021
47,604eacbd846b888c6d250aae,WICHST,PUR,0.776,1.0,0.8302808302808303,1.0,-42,55,10,7,14,-8,29,2,20,2021
48,604eacc96a788db77527636e,WICHST,LSU,0.836,1.0,0.917283950617284,1.0,-37,62,14,10,17,-5,32,5,24,2021
49,604eacd04fb17689b853cfb3,WICHST,WVIR,0.71,1.0,0.7561881188118812,0.9110671936758893,-33,53,8,5,12,-11,26,-2,17,2021
50,604eacd8b46b3b8f16e28958,WICHST,FLST,0.688,1.0,0.7369727047146402,0.8402255639097744,-50,57,6,3,10,-10,24,-3,15,2021
51,604eacd930e94052f93b6856,WICHST,TENN,0.73,1.0,0.7785977859778598,0.9314814814814815,-39,51,9,5,12,-9,26,-1,18,2021
52,604eacdff4ec06d8701eeb44,WICHST,FL,0.638,1.0,0.6724137931034483,0.7672583826429981,-42,57,5,2,8,-14,23,-5,14,2021
53,604eace04d376aec5e7e61bf,WICHST,NCAR,0.694,1.0,0.7401960784313726,0.8786692759295499,-41,45,7,4,10,-11,25,-3,15,2021
54,604eace8b1ae8f3c65bc52b5,WICHST,OKST,0.717,1.0,0.7682775712515489,0.8990476190476191,-39,48,9,5,12,-10,27,-2,18,2021
55,604eacea6318d29bb18248bf,WICHST,SDST,0.584,0.8483606557377049,0.6061728395061728,0.6449136276391555,-39,45,3,-1,7,-15,22,-7,13,2021
56,604eacf1064ea3d113421c60,WICHST,LOYCH,0.689,1.0,0.7351485148514851,0.8592592592592593,-36,51,7,4,11,-10,25,-3,17,2021
57,604eacf45a0a9cf0e7e64e35,WICHST,ARK,0.755,1.0,0.8099878197320342,1.0,-35,59,11,7,14,-8,29,1,20,2021
58,604ead215eb1bdb13127c51e,WICHST,OHIOST,0.88,1.0,0.9641532756489494,1.0,-29,67,16,13,20,-2,33,7,26,2021
59,604ead2919c4dcf7ed44c46a,WICHST,ILL,0.921,1.0,1.0,1.0,-30,64,19,16,23,1,38,10,28,2021
60,604eadb563eaa7765ecf31d7,MST,MSTM,0.165,0.0,0.08333333333333333,0.0,-61,29,-13,-16,-10,-30,4,-22,-4,2021
61,604eadc8ca91398a69a49f44,MST,MISSR,0.485,0.4253393665158371,0.4792176039119804,0.4755381604696673,-46,50,-1,-4,3,-19,17,-10,9,2021
62,604eadcd3549d68b832b0977,WICHST,CLMSN,0.603,1.0,0.6161369193154034,0.7069306930693069,-39,50,4,1,7,-16,21,-7,12,2021
63,604eadd01975aab7271f9210,MST,EWASH,0.277,0.0,0.22358722358722358,0.07572815533980583,-53,37,-8,-12,-5,-27,10,-18,2,2021
64,604eaddbfe67c57c73e8a42f,WICHST,HOU,0.751,1.0,0.814214463840399,1.0,-39,52,10,6,13,-9,28,1,18,2021
65,604eade9b0c99457d51464e4,MST,STBON,0.527,0.581081081081081,0.5339925834363412,0.5527831094049904,-44,52,1,-3,4,-17,18,-8,10,2021
66,604eadec5a9d9c0e13f79c2b,MST,USCB,0.319,0.0,0.2740740740740741,0.15678776290630975,-54,33,-7,-11,-3,-25,11,-16,3,2021
67,604eaded43cc245f245c1c2b,MST,WISC,0.752,1.0,0.8096415327564895,1.0,-33,57,10,7,13,-10,28,1,19,2021
68,604eadf1b46b3b8f16e28968,MST,MARY,0.693,1.0,0.7382133995037221,0.8752362948960303,-35,44,7,4,12,-10,25,-2,18,2021
69,604eadf3a848d63aa7b9dbc7,MST,NCG,0.317,0.0,0.27205882352941174,0.13980582524271845,-56,52,-7,-10,-3,-25,12,-16,3,2021
70,604eadf5274c5583faff0c30,MST,ORAL,0.406,0.11715481171548117,0.386977886977887,0.3383458646616541,-52,42,-4,-8,1,-21,16,-13,7,2021
71,604eadf7bcc2efd67b69d2f2,MST,VCU,0.344,0.0,0.3067484662576687,0.20912547528517111,-49,37,-7,-12,-3,-25,11,-17,4,2021
72,604eae0f137b8e53450a9ae3,MST,WINTH,0.127,0.0,0.04523227383863081,0.0,-75,30,-15,-19,-11,-33,4,-24,-6,2021
73,604eae155dce029ba18248bf,MST,COLG,0.212,0.0,0.1419753086419753,0.0,-67,30,-11,-14,-7,-28,6,-19,-2,2021
74,604eae1830e94052f93b6866,MST,HARTFD,0.119,0.0,0.03075030750307503,0.0,-65,32,-15,-18,-12,-34,2,-25,-6,2021
75,604eae186a788db77527637e,MST,ABCHR,0.101,0.0,0.015873015873015872,0.0,-64,25,-18,-22,-14,-36,1,-27,-9,2021
76,604eae394d376aec5e7e61cf,MST,VTECH,0.43,0.22083333333333333,0.4180929095354523,0.3843283582089552,-46,41,-3,-6,2,-20,17,-12,8,2021
77,604eae3bcfabe84fa1d728ec,MST,DREXEL,0.193,0.0,0.11538461538461539,0.0,-52,35,-11,-15,-8,-30,6,-21,-3,2021
78,604eae3f5e95d1b9466df89a,MST,OREGST,0.47,0.35684647302904565,0.46200980392156865,0.45664739884393063,-49,41,-2,-5,3,-19,18,-10,9,2021
79,604eae60885ef364ac1eeb44,MST,UTAHST,0.474,0.37344398340248963,0.46248462484624847,0.44886363636363635,-42,56,-1,-5,3,-18,16,-10,9,2021
80,604eaef1064ea3d113421c70,MST,LIBRTY,0.448,0.29310344827586204,0.43548387096774194,0.3911368015414258,-52,40,-2,-6,2,-21,16,-12,7,2021
81,604eaef8f69875f6ed250a8e,MST,TXS,0.067,0.0,0.0,0.0,-66,25,-22,-25,-18,-38,-4,-31,-13,2021
82,604eaf005eb1bdb13127c52e,MST,MHST,0.312,0.0,0.27137546468401486,0.14893617021276595,-57,39,-7,-11,-4,-25,11,-17,3,2021
83,604eaf0f5722a7e303a475e3,MST,APPLST,0.223,0.0,0.16176470588235295,0.0,-46,40,-11,-14,-7,-29,9,-21,-2,2021
84,604eaf0f6631cba208a49f44,MST,USC,0.631,1.0,0.6564039408866995,0.7428023032629558,-41,48,5,2,8,-15,21,-6,13,2021
85,604eaf15218e0f290eafd92e,MST,GNZG,0.69,1.0,0.7385377942998761,0.8434622467771639,-35,51,7,4,10,-10,25,-3,17,2021
86,604eaf165a0a9cf0e7e64e45,MST,SYRA,0.635,1.0,0.6617647058823529,0.7533460803059273,-39,52,5,2,9,-14,23,-5,15,2021
87,604eaf173549d68b832b0987,MST,RUTGER,0.648,1.0,0.6810344827586207,0.7884615384615384,-35,43,6,2,8,-13,23,-5,14,2021
88,604eaf18b1ae8f3c65bc52c5,MST,ORE,0.612,1.0,0.6341161928306551,0.7272727272727273,-48,58,5,1,8,-14,22,-5,14,2021
89,604eaf1edd007997c144c45a,MST,CLVST,0.208,0.0,0.1349009900990099,0.0,-57,36,-11,-15,-8,-29,6,-20,-2,2021
90,604eaf23fe67c57c73e8a43f,MST,UCLA,0.511,0.5714285714285714,0.5130434782608696,0.5261121856866537,-42,52,1,-3,4,-17,19,-9,10,2021
91,604eaf25f1537839c3b9dbd7,MST,VIR,0.713,1.0,0.7650676506765067,0.8921001926782274,-38,51,9,5,13,-10,27,-2,18,2021
92,604eaf3ed5771a2b06f79c3b,MST,IOWA,0.853,1.0,0.9343246592317225,1.0,-40,64,15,11,18,-3,33,6,24,2021
93,604eaf5336da51554e0a9ae3,MST,KAN,0.617,1.0,0.642594859241126,0.7220149253731343,-38,47,4,1,8,-14,22,-6,14,2021
94,604eaf5bc567f792a2047b47,MST,MICH,0.748,1.0,0.8026960784313726,0.969639468690702,-39,52,9,6,12,-8,27,-1,18,2021
95,604eaf5fb0c99457d51464f4,MST,OKL,0.561,0.7531914893617021,0.5738916256157636,0.6197718631178707,-43,50,2,-2,6,-17,21,-8,12,2021
96,604eaf982f5a8f3b7c8248df,MST,FLST,0.436,0.2222222222222222,0.41987577639751555,0.3685185185185185,-47,47,-3,-6,2,-22,16,-13,8,2021
97,604eaf9fb46b3b8f16e28978,MST,COL,0.529,0.618421052631579,0.5325153374233129,0.5555555555555556,-39,53,2,-3,5,-18,20,-9,11,2021
98,604eafafbcc2efd67b69d302,MST,LSU,0.644,1.0,0.6823238566131026,0.7738317757009345,-32,54,5,2,9,-13,24,-5,15,2021
99,604eafc130e94052f93b6876,MST,BYU,0.565,0.7579365079365079,0.5753086419753086,0.6200378071833649,-36,43,3,-2,7,-16,21,-8,12,2021
100,604eb01494b347ddba5d0472,MST,TX,0.578,0.8828828828828829,0.5952970297029703,0.6564299424184261,-39,47,3,-1,6,-15,20,-7,12,2021
101,604eb01b4d376aec5e7e61df,MST,UCONN,0.465,0.3706896551724138,0.46029776674937967,0.4320754716981132,-56,46,-2,-5,3,-19,17,-11,8,2021
102,604eb033b74087e1f8a475e3,MST,PUR,0.669,1.0,0.7121771217712177,0.8424124513618677,-40,52,7,3,10,-12,24,-3,16,2021
103,604eb03768bad4c1e0ff0c30,MST,TXTECH,0.48,0.41025641025641024,0.47766749379652607,0.4772727272727273,-53,42,-1,-5,3,-18,17,-9,9,2021
104,604eb03c63eaa7765ecf31e7,MST,NCAR,0.463,0.35856573705179284,0.45982694684796044,0.4361493123772102,-44,44,-2,-5,3,-19,17,-10,9,2021
105,604eb0455e95d1b9466df8aa,MST,OHIOST,0.792,1.0,0.8655980271270037,1.0,-37,59,11,8,15,-6,30,2,20,2021
106,604eb053064ea3d113421c80,MST,BAYL,0.577,0.8873239436619719,0.5932835820895522,0.6477064220183486,-39,58,3,-1,6,-14,21,-7,13,2021
107,604eb056cfabe84fa1d728fc,MST,FL,0.405,0.1078838174273859,0.37794299876084264,0.31683168316831684,-47,51,-4,-7,1,-21,14,-12,6,2021
108,604eb05b43cc245f245c1c3b,MST,ARK,0.609,1.0,0.6330049261083743,0.7058823529411765,-43,57,4,1,7,-15,22,-6,14,2021
109,604eb065d033fedf45264f17,MST,ILL,0.757,1.0,0.8190830235439901,1.0,-31,57,10,6,14,-7,28,1,20,2021
110,604eb0655eb1bdb13127c53e,MST,TENN,0.576,0.8478260869565217,0.5920889987639061,0.6413255360623782,-38,42,3,-1,6,-15,20,-7,11,2021
111,604eb0676a788db77527638e,MST,LOYCH,0.493,0.48868778280542985,0.4938118811881188,0.4932821497120921,-45,49,-1,-4,4,-19,18,-10,9,2021
112,604eb06a6631cba208a49f54,MST,VILL,0.654,1.0,0.6924969249692496,0.803960396039604,-44,51,6,3,10,-12,26,-4,16,2021
113,604eb06b885ef364ac1eeb54,MST,ALA,0.592,0.8672566371681416,0.6165228113440198,0.6716697936210131,-46,50,4,-1,7,-17,24,-8,14,2021
114,604eb0835a0a9cf0e7e64e55,MST,OKST,0.514,0.5533980582524272,0.5160493827160494,0.5306930693069307,-44,55,1,-3,4,-17,20,-8,10,2021
115,604eb0b019c4dcf7ed44c47a,MST,SDST,0.409,0.13733905579399142,0.3872549019607843,0.3233082706766917,-52,43,-3,-6,1,-21,15,-12,7,2021
116,604eb0b0ca43ead6ef7ec43c,NORFST,MISSR,0.938,1.0,1.0,1.0,-24,66,22,19,26,4,40,13,32,2021
117,604eb0b1150d29ba50b05295,MST,WVIR,0.512,0.5727699530516432,0.5116279069767442,0.5076628352490421,-45,50,1,-3,4,-17,19,-9,10,2021
118,604eb0cc846b888c6d250abe,MST,CLMSN,0.423,0.22510822510822512,0.41169305724725946,0.34285714285714286,-39,37,-3,-6,2,-20,17,-12,8,2021
119,604eb0effe67c57c73e8a44f,MST,HOU,0.597,0.8577405857740585,0.6178660049627791,0.6933333333333334,-44,48,4,-1,6,-15,21,-6,13,2021
120,604eb10eb2dc8352265d0472,NORFST,USCB,0.874,1.0,0.967940813810111,1.0,-32,58,14,11,18,-2,33,6,24,2021
121,604eb12fb161661f1db9dbc7,NORFST,VCU,0.847,1.0,0.9195121951219513,1.0,-28,69,15,11,19,-5,33,5,24,2021
122,604eb13c94fdae93930a9ae3,NORFST,STBON,0.937,1.0,1.0,1.0,-20,60,22,18,25,3,39,12,31,2021
123,604eb14fd5771a2b06f79c4b,NORFST,OHIO,0.912,1.0,1.0,1.0,-27,67,20,16,24,2,38,10,30,2021
124,604eb158b1ae8f3c65bc52d5,NORFST,GCAN,0.746,1.0,0.8053855569155447,0.965183752417795,-30,54,10,6,13,-9,29,-1,19,2021
125,604eb171b74087e1f8a475f3,NORFST,ABCHR,0.596,0.8869565217391304,0.6141636141636142,0.6783625730994152,-39,50,4,-1,8,-16,23,-7,14,2021
126,604eb1712f5a8f3b7c8248ef,NORFST,EWASH,0.846,1.0,0.9234507897934386,1.0,-41,65,15,11,18,-4,34,6,25,2021
127,604eb174218e0f290eafd93e,NORFST,NCG,0.824,1.0,0.9048207663782447,1.0,-30,55,13,9,17,-5,32,4,23,2021
128,604eb176b46b3b8f16e28988,NORFST,MARY,0.974,1.0,1.0,1.0,-16,74,30,26,33,10,47,19,40,2021
129,604eb17c47a724d37653cfb3,NORFST,HARTFD,0.598,0.8717948717948718,0.6198757763975156,0.6787762906309751,-36,47,4,-1,8,-14,23,-6,15,2021
130,604eb186bcc2efd67b69d312,NORFST,WISC,0.977,1.0,1.0,1.0,-19,77,29,25,33,10,49,20,40,2021
131,604eb18db0c99457d5146504,NORFST,GEORGE,0.915,1.0,1.0,1.0,-30,74,20,16,24,2,37,10,29,2021
132,604eb1afaddb23332fcf31c7,NORFST,WINTH,0.673,1.0,0.7125154894671624,0.8265895953757225,-37,60,7,3,11,-11,26,-3,17,2021
133,604eb1b330e94052f93b6886,NORFST,IONA,0.457,0.28502415458937197,0.45129469790382243,0.41392649903288203,-43,42,-2,-5,2,-20,17,-11,8,2021
134,604eb1be4d376aec5e7e61ef,NORFST,UTAHST,0.914,1.0,1.0,1.0,-30,59,19,15,23,2,37,10,30,2021
135,604eb1cf6a788db77527639e,NORFST,ORAL,0.881,1.0,0.974169741697417,1.0,-32,66,18,15,22,-2,38,9,28,2021
136,604eb1e35e95d1b9466df8ba,NORFST,VTECH,0.932,1.0,1.0,1.0,-20,69,23,19,26,4,40,12,31,2021
137,604eb1ea5eb1bdb13127c54e,NORFST,COLG,0.809,1.0,0.8811881188118812,1.0,-32,54,13,9,16,-7,30,3,23,2021
138,604eb1ee6631cba208a49f64,NORFST,DREXEL,0.787,1.0,0.8571428571428571,1.0,-31,53,11,8,15,-7,29,2,20,2021
139,604eb22b150d29ba50b052a5,NORFST,SYRA,0.984,1.0,1.0,1.0,-21,75,29,25,32,10,46,19,38,2021
140,604eb23acfabe84fa1d7290c,NORFST,OREGST,0.91,1.0,1.0,1.0,-36,55,19,16,23,1,37,9,28,2021
141,604eb257064ea3d113421c90,NORFST,GTECH,0.974,1.0,1.0,1.0,-16,74,28,24,32,8,47,17,38,2021
142,604eb266218e0f290eafd94e,NORFST,USC,0.968,1.0,1.0,1.0,-27,69,25,22,29,8,42,16,35,2021
143,604eb268885ef364ac1eeb64,NORFST,LIBRTY,0.916,1.0,1.0,1.0,-22,63,19,16,23,1,38,10,29,2021
144,604eb294846b888c6d250ace,NORFST,KAN,0.967,1.0,1.0,1.0,-13,68,24,21,27,6,42,15,33,2021
145,604eb29bd5771a2b06f79c5b,NORFST,IOWA,0.996,1.0,1.0,1.0,-16,82,37,32,40,19,56,26,47,2021
146,604eb2a134ebea6ab47ec43c,NORFST,LSU,0.977,1.0,1.0,1.0,-17,76,29,26,32,12,46,20,38,2021
147,604eb2ac3549d68b832b0997,NORFST,UCLA,0.943,1.0,1.0,1.0,-24,62,21,17,24,4,39,11,31,2021
148,604eb2b343cc245f245c1c4b,NORFST,APPLST,0.787,1.0,0.854320987654321,1.0,-35,61,12,8,16,-8,29,2,21,2021
149,604eb2b419c4dcf7ed44c48a,NORFST,RUTGER,0.957,1.0,1.0,1.0,-24,68,25,21,28,6,42,15,34,2021
150,604eb2b95a0a9cf0e7e64e65,NORFST,GNZG,0.97,1.0,1.0,1.0,-27,84,30,26,34,11,48,20,40,2021
151,604eb2c3fe67c57c73e8a45f,NORFST,CLVST,0.739,1.0,0.7914110429447853,0.9745098039215686,-29,54,9,6,13,-10,28,-1,19,2021
152,604eb2d5b2dc8352265d0482,NORFST,ORE,0.952,1.0,1.0,1.0,-14,69,25,22,29,7,44,16,35,2021
153,604eb2f85dce029ba18248cf,NORFST,FLST,0.927,1.0,1.0,1.0,-26,71,22,18,26,3,40,12,32,2021
154,604eb302b1ae8f3c65bc52e5,NORFST,UCONN,0.901,1.0,1.0,1.0,-27,67,19,15,22,1,36,10,28,2021
155,604eb309b46b3b8f16e28998,NORFST,BAYL,0.971,1.0,1.0,1.0,-20,76,26,22,29,9,44,16,34,2021
156,604eb30bbcc2efd67b69d322,NORFST,COL,0.958,1.0,1.0,1.0,-19,69,26,22,30,6,44,16,36,2021
157,604eb30eb0c99457d5146514,NORFST,BYU,0.954,1.0,1.0,1.0,-16,67,23,19,26,5,42,13,33,2021
158,604eb3315e95d1b9466df8ca,NORFST,ALA,0.955,1.0,1.0,1.0,-20,73,23,20,27,5,43,13,34,2021
159,604eb34c6a788db7752763ae,NORFST,VILL,0.971,1.0,1.0,1.0,-21,80,28,23,31,9,46,18,37,2021
160,604eb35bc521ee8edd2b0189,NORFST,PUR,0.967,1.0,1.0,1.0,-13,68,27,23,30,8,44,17,35,2021
161,604eb386ce2c83b3817e61bf,NORFST,TXTECH,0.907,1.0,1.0,1.0,-19,73,20,16,23,1,38,10,29,2021
162,604eb38b5722a7e303a475f3,NORFST,OHIOST,0.989,1.0,1.0,1.0,-11,76,31,28,35,14,49,22,41,2021
163,604eb38b30e94052f93b6896,NORFST,NCAR,0.953,1.0,1.0,1.0,-19,64,23,19,26,5,39,13,31,2021
164,604eb395ae6dd1a35c27c51e,NORFST,ARK,0.965,1.0,1.0,1.0,-23,62,26,22,30,7,44,16,36,2021
165,604eb3a3ba55b2128e1f9210,NORFST,LOYCH,0.941,1.0,1.0,1.0,-30,64,23,19,27,4,40,12,32,2021
166,604eb3b963eaa7765ecf31f7,NORFST,FL,0.913,1.0,1.0,1.0,-23,60,20,16,23,2,38,10,28,2021
167,604eb3bdcfabe84fa1d7291c,NORFST,ILL,0.989,1.0,1.0,1.0,-14,88,32,28,35,13,49,22,40,2021
168,604eb3c9846b888c6d250ade,NORFST,TENN,0.947,1.0,1.0,1.0,-35,68,23,20,27,5,43,14,33,2021
169,604eb3cf3549d68b832b09a7,NORFST,WVIR,0.939,1.0,1.0,1.0,-21,67,22,19,27,4,42,14,33,2021
170,604eb3df5a0a9cf0e7e64e75,NORFST,CLMSN,0.893,1.0,0.9793939393939394,1.0,-24,57,18,14,21,-1,35,8,27,2021
171,604eb3e543cc245f245c1c5b,NORFST,SDST,0.886,1.0,0.9670731707317073,1.0,-31,64,18,14,22,-2,37,8,27,2021
172,604eb3f3064ea3d113421ca0,NORFST,HOU,0.945,1.0,1.0,1.0,-12,67,24,20,27,6,41,15,33,2021
173,604eb4076631cba208a49f74,MSTM,MISSR,0.844,1.0,0.9276807980049875,1.0,-26,55,13,9,16,-4,31,5,22,2021
174,604eb41568bad4c1e0ff0c40,MSTM,OHIO,0.799,1.0,0.8663366336633663,1.0,-27,58,13,9,16,-6,29,3,21,2021
175,604eb42947a724d37653cfc3,MSTM,EWASH,0.645,1.0,0.6799501867995019,0.782608695652174,-43,49,6,2,9,-11,24,-4,16,2021
176,604eb442b1ae8f3c65bc52f5,MSTM,VCU,0.755,1.0,0.8203221809169765,1.0,-30,56,9,6,13,-8,27,1,19,2021
177,604eb44fd033fedf45264f27,MSTM,USCB,0.734,1.0,0.7868453105968332,0.962890625,-35,52,9,5,12,-10,26,-1,17,2021
178,604eb46a885ef364ac1eeb74,MSTM,GCAN,0.589,0.8842592592592593,0.607940446650124,0.6736641221374046,-43,46,4,-1,6,-14,19,-6,12,2021
179,604eb47ad5771a2b06f79c6b,MSTM,STBON,0.855,1.0,0.9444444444444444,1.0,-33,52,15,11,18,-3,33,6,24,2021
180,604eb497a848d63aa7b9dbd7,MSTM,MARY,0.945,1.0,1.0,1.0,-25,71,22,18,24,5,38,13,31,2021
181,604eb49d34ebea6ab47ec44c,MSTM,NCG,0.704,1.0,0.7451690821256038,0.90234375,-35,48,7,4,11,-10,26,-2,16,2021
182,604eb49f19c4dcf7ed44c49a,MSTM,GEORGE,0.79,1.0,0.8603213844252163,1.0,-29,55,13,9,16,-6,32,2,22,2021
183,604eb4a636da51554e0a9af3,MSTM,ABCHR,0.38,0.0,0.34610630407911,0.2813102119460501,-49,34,-5,-8,-1,-23,14,-14,5,2021
