test,SeasonTeamID,AdjD,AdjEM,AdjO,AdjT,Conf,Conference,GlobalTeamID,Key,L,Luck,NCAdjEM,Name,OppAdjEM,OppD,OppO,Rk,School,Season,ShortDisplayName,Stadium,TeamLogoUrl,W
551,600001962020,102.4,-10.07,92.3,73.7,MEAC,Mid-Eastern,60000196,NCAT,15,0.068,4.11,Aggies,-8.66,105.7,97.1,287,North Carolina A&T,2020,NCAT,"{'StadiumID': 40, 'Active': True, 'Name': 'Corbett Sports Center', 'Address': None, 'City': 'Greensboro', 'State': 'NC', 'Zip': None, 'Country': None, 'Capacity': 5000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/196.png,17
552,600001982020,107.3,-12.85,94.4,68.6,MEAC,Mid-Eastern,60000198,FLAM,15,0.1,8.42,Rattlers,-6.28,104.2,97.9,314,Florida A&M,2020,FLAM,"{'StadiumID': 406, 'Active': True, 'Name': 'Al Lawson Center', 'Address': None, 'City': 'Tallahassee', 'State': 'FL', 'Zip': None, 'Country': None, 'Capacity': 9639}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/198.png,12
553,600001972020,103.2,-9.0,94.2,66.6,MEAC,Mid-Eastern,60000197,NCC,13,0.065,6.55,Eagles,-8.95,106.3,97.3,272,North Carolina Central,2020,NCC,"{'StadiumID': 337, 'Active': True, 'Name': 'McDougald-McLendon Arena', 'Address': None, 'City': 'Durham', 'State': 'NC', 'Zip': None, 'Country': None, 'Capacity': 3500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/197.png,18
554,600001992020,107.5,-14.26,93.2,69.6,MEAC,Mid-Eastern,60000199,MORGST,16,0.039,-0.52,Bears,-10.67,106.9,96.2,322,Morgan State,2020,MORGST,"{'StadiumID': 237, 'Active': True, 'Name': 'Hill Field House', 'Address': None, 'City': 'Baltimore', 'State': 'MD', 'Zip': None, 'Country': None, 'Capacity': 4250}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/199.png,15
555,600002002020,105.3,-15.66,89.6,73.4,MEAC,Mid-Eastern,60000200,COPPST,20,0.038,2.53,Eagles,-7.96,105.5,97.5,327,Coppin State,2020,COPPST,"{'StadiumID': 347, 'Active': True, 'Name': 'Physical Education Complex', 'Address': None, 'City': 'Baltimore', 'State': 'MD', 'Zip': None, 'Country': None, 'Capacity': 4100}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,11
556,600002012020,117.2,-23.11,94.1,74.7,MEAC,Mid-Eastern,60000201,DELST,26,-0.042,-3.21,Hornets,-10.56,105.6,95.0,346,Delaware State,2020,DELST,"{'StadiumID': 292, 'Active': True, 'Name': 'Memorial Hall (Dover, DE)', 'Address': None, 'City': 'Dover', 'State': 'DE', 'Zip': None, 'Country': None, 'Capacity': 1800}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/201.png,6
557,600002292020,106.1,-8.71,97.4,72.8,NEC,Northeast,60000229,LIUB,18,0.017,-0.08,Sharks,-6.28,106.4,100.1,267,LIU Brooklyn,2020,LIUB,"{'StadiumID': 126, 'Active': True, 'Name': 'Steinberg Wellness Center', 'Address': None, 'City': 'Brooklyn', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 2500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,15
558,600002112020,101.3,0.62,102.0,67.9,MVC,Missouri Valley,60000211,DRAKE,14,0.065,-5.3,Bulldogs,0.39,102.5,102.9,163,Drake,2020,DRAKE,"{'StadiumID': 293, 'Active': True, 'Name': 'The Knapp Center', 'Address': None, 'City': 'Des Moines', 'State': 'IA', 'Zip': None, 'Country': None, 'Capacity': 7152}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/211.png,20
559,600002212020,110.3,-2.49,107.8,68.8,MWC,Mountain West,60000221,AIRF,20,-0.059,-3.0,Falcons,2.4,101.5,103.9,197,Air Force,2020,AIR,"{'StadiumID': 277, 'Active': True, 'Name': 'Clune Arena', 'Address': None, 'City': 'Colorado Springs', 'State': 'CO', 'Zip': None, 'Country': None, 'Capacity': 5858}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/221.png,12
560,600002062020,99.3,13.43,112.7,65.8,MVC,Missouri Valley,60000206,NIOWA,6,0.019,1.26,Panthers,0.97,101.6,102.6,49,UNI,2020,NIOWA,"{'StadiumID': 397, 'Active': True, 'Name': 'McLeod Center', 'Address': None, 'City': 'Cedar Falls', 'State': 'IA', 'Zip': None, 'Country': None, 'Capacity': 6500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/206.png,25
561,600002092020,96.8,6.87,103.7,65.3,MVC,Missouri Valley,60000209,LOYCH,11,0.006,-3.32,Ramblers,-0.19,102.6,102.4,101,Loyola Chicago,2020,LOYCH,"{'StadiumID': 71, 'Active': True, 'Name': 'Joseph J. Gentile Center', 'Address': None, 'City': 'Chicago', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 4963}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,21
562,600002372020,104.9,-9.46,95.4,74.5,OVC,Ohio Valley,60000237,EKENT,17,0.07,1.05,Colonels,-5.4,105.3,99.9,280,Eastern Kentucky,2020,EKENT,"{'StadiumID': 91, 'Active': True, 'Name': 'McBrayer Arena', 'Address': None, 'City': 'Richmond', 'State': 'KY', 'Zip': None, 'Country': None, 'Capacity': 6500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/237.png,16
563,600002202020,94.6,14.92,109.5,67.4,MWC,Mountain West,60000220,UTAHST,8,0.034,1.55,Aggies,3.09,101.9,105.0,41,Utah State,2020,USU,"{'StadiumID': 138, 'Active': True, 'Name': 'Dee Glen Smith Spectrum', 'Address': None, 'City': 'Logan', 'State': 'UT', 'Zip': None, 'Country': None, 'Capacity': 10270}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/220.png,26
564,600002192020,100.9,-6.79,94.1,66.7,MWC,Mountain West,60000219,WYOM,24,-0.017,-3.15,Cowboys,3.99,101.9,105.9,246,Wyoming,2020,WYOM,"{'StadiumID': 82, 'Active': True, 'Name': 'Arena-Auditorium', 'Address': None, 'City': 'Laramie', 'State': 'WY', 'Zip': None, 'Country': None, 'Capacity': 11445}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/219.png,9
565,600002302020,103.8,-3.29,100.5,66.1,NEC,Horizon League,60000230,ROBMS,14,0.027,1.65,Colonials,-6.38,106.1,99.7,207,Robert Morris,2020,RMU,"{'StadiumID': 447, 'Active': True, 'Name': 'UPMC Events Center', 'Address': None, 'City': 'Moon Township', 'State': 'PA', 'Zip': None, 'Country': None, 'Capacity': 4000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/230.png,20
566,600002102020,100.7,6.09,106.8,67.1,MVC,Missouri Valley,60000210,BRADLY,11,0.036,-4.1,Braves,-0.51,102.2,101.6,107,Bradley,2020,BRADLY,"{'StadiumID': 149, 'Active': True, 'Name': 'Carver Arena', 'Address': None, 'City': 'Peoria', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 11060}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,23
567,600002172020,102.1,7.15,109.3,69.3,MWC,Mountain West,60000217,COLST,12,0.045,1.71,Rams,2.91,101.5,104.4,99,Colorado State,2020,COLST,"{'StadiumID': 155, 'Active': True, 'Name': 'Moby Arena', 'Address': None, 'City': 'Fort Collins', 'State': 'CO', 'Zip': None, 'Country': None, 'Capacity': 8745}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/217.png,20
568,600002132020,104.1,1.03,105.1,64.2,MWC,Mountain West,60000213,FREST,19,-0.117,0.4,Bulldogs,2.92,102.3,105.2,157,Fresno State,2020,FRESNO,"{'StadiumID': 314, 'Active': True, 'Name': 'Save Mart Center', 'Address': None, 'City': 'Fresno', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 15596}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/213.png,11
569,600002222020,107.8,-10.31,97.5,73.3,MWC,Mountain West,60000222,SJST,24,0.009,2.3,Spartans,4.69,101.3,106.0,290,San Jose State,2020,SJSU,"{'StadiumID': 415, 'Active': True, 'Name': 'Event Center (San Jose St.)', 'Address': None, 'City': 'San Jose', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 5000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/222.png,7
570,600002162020,101.0,9.32,110.3,71.0,MWC,Mountain West,60000216,NEVADA,12,-0.007,2.0,Wolf Pack,2.68,101.6,104.3,85,Nevada,2020,NEVADA,"{'StadiumID': 5, 'Active': True, 'Name': 'Lawlor Events Center', 'Address': None, 'City': 'Reno', 'State': 'NV', 'Zip': None, 'Country': None, 'Capacity': 11536}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/216.png,19
571,600002142020,102.4,2.88,105.3,71.8,MWC,Mountain West,60000214,NMX,14,0.044,-3.24,Lobos,1.5,103.5,105.0,138,New Mexico,2020,UNM,"{'StadiumID': 208, 'Active': True, 'Name': 'Dreamstyle Arena', 'Address': None, 'City': 'Albuquerque', 'State': 'NM', 'Zip': None, 'Country': None, 'Capacity': 15411}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/214.png,19
572,600002412020,122.9,-17.82,105.1,68.7,OVC,Ohio Valley,60000241,TMRT,20,0.045,4.71,Skyhawks,-4.8,104.9,100.1,338,UT Martin,2020,TMRT,"{'StadiumID': 248, 'Active': True, 'Name': 'Skyhawk Arena', 'Address': None, 'City': 'Martin', 'State': 'TN', 'Zip': None, 'Country': None, 'Capacity': 4300}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/241.png,9
573,600002152020,97.6,9.4,107.0,69.1,MWC,Mountain West,60000215,BOISE,12,0.025,1.32,Broncos,4.28,100.7,105.0,83,Boise State,2020,BOISE,"{'StadiumID': 171, 'Active': True, 'Name': 'ExtraMile Arena', 'Address': None, 'City': 'Boise', 'State': 'ID', 'Zip': None, 'Country': None, 'Capacity': 12380}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/215.png,20
574,600002272020,104.8,-2.64,102.2,68.7,NEC,Northeast,60000227,SACRED,13,0.019,-3.97,Pioneers,-7.26,106.5,99.3,200,Sacred Heart,2020,SACRED,"{'StadiumID': 288, 'Active': True, 'Name': 'William H. Pitt Center', 'Address': None, 'City': 'Fairfield', 'State': 'CT', 'Zip': None, 'Country': None, 'Capacity': 2062}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,20
575,600002282020,106.5,-11.9,94.6,70.3,NEC,Northeast,60000228,STF,18,0.024,-5.94,Terriers,-7.0,105.8,98.8,307,St. Francis Brooklyn,2020,STF,"{'StadiumID': 368, 'Active': True, 'Name': 'Pope Physical Education Center', 'Address': None, 'City': 'Brooklyn', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 1200}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,13
576,600002262020,107.5,-11.1,96.4,63.2,NEC,Northeast,60000226,MSTM,21,-0.074,-2.64,Mountaineers,-6.02,105.8,99.8,298,Mount St. Mary's,2020,MSMU,"{'StadiumID': 249, 'Active': True, 'Name': 'Knott Arena', 'Address': None, 'City': 'Emmitsburg', 'State': 'MD', 'Zip': None, 'Country': None, 'Capacity': 3121}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,11
577,600002042020,102.9,-4.55,98.4,68.5,MVC,Missouri Valley,60000204,ILLST,21,-0.005,0.47,Redbirds,1.91,101.7,103.6,220,Illinois State,2020,ILLST,"{'StadiumID': 34, 'Active': True, 'Name': 'Redbird Arena', 'Address': None, 'City': 'Normal', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 10200}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/204.png,10
578,600002352020,104.6,-8.15,96.4,69.3,OVC,Ohio Valley,60000235,TENST,15,0.054,-0.38,Tigers,-6.32,105.8,99.5,259,Tennessee State,2020,TNST,"{'StadiumID': 206, 'Active': True, 'Name': 'Gentry Center', 'Address': None, 'City': 'Nashville', 'State': 'TN', 'Zip': None, 'Country': None, 'Capacity': 9100}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/235.png,18
579,600002392020,104.5,-6.36,98.2,69.1,OVC,Ohio Valley,60000239,EILL,15,-0.05,-6.08,Panthers,-8.64,107.7,99.0,238,Eastern Illinois,2020,EILL,"{'StadiumID': 413, 'Active': True, 'Name': 'Lantz Arena', 'Address': None, 'City': 'Charleston', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 5300}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/239.png,17
580,600002342020,109.3,-16.73,92.5,66.9,OVC,Ohio Valley,60000234,TENTCH,22,0.025,2.09,Golden Eagles,-5.01,105.6,100.6,331,Tennessee Tech,2020,TNTECH,"{'StadiumID': 167, 'Active': True, 'Name': 'Hooper Eblen Center', 'Address': None, 'City': 'Cookeville', 'State': 'TN', 'Zip': None, 'Country': None, 'Capacity': 7500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/234.png,9
581,600002082020,100.2,4.69,104.8,68.3,MVC,Missouri Valley,60000208,MSRST,17,-0.083,-1.22,Bears,0.84,102.2,103.0,121,Missouri State,2020,MSRST,"{'StadiumID': 63, 'Active': True, 'Name': 'JQH Arena', 'Address': None, 'City': 'Springfield', 'State': 'MO', 'Zip': None, 'Country': None, 'Capacity': 11000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/208.png,16
582,600002362020,108.1,-13.52,94.6,67.3,OVC,Ohio Valley,60000236,MHST,19,-0.001,-4.35,Eagles,-7.49,106.1,98.6,316,Morehead State,2020,MHST,"{'StadiumID': 280, 'Active': True, 'Name': 'Ellis T. Johnson Arena', 'Address': None, 'City': 'Morehead', 'State': 'KY', 'Zip': None, 'Country': None, 'Capacity': 6500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,13
583,600002232020,113.9,-16.64,97.3,67.5,NEC,Northeast,60000223,WAG,21,-0.024,2.13,Seahawks,-5.43,104.4,98.9,329,Wagner,2020,WAG,"{'StadiumID': 232, 'Active': True, 'Name': 'Spiro Sports Center', 'Address': None, 'City': 'Staten Island', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 2100}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/223.png,8
584,600002032020,107.4,-10.56,96.9,67.6,MVC,Missouri Valley,60000203,EVANS,23,0.015,-4.81,Aces,0.3,102.7,103.0,294,Evansville,2020,EVANS,"{'StadiumID': 297, 'Active': True, 'Name': 'Ford Center', 'Address': None, 'City': 'Evansville', 'State': 'IN', 'Zip': None, 'Country': None, 'Capacity': 10000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,9
585,600002122020,90.6,24.48,115.1,64.6,MWC,Mountain West,60000212,SDST,2,-0.008,-1.8,Aztecs,2.98,102.3,105.3,6,San Diego State,2020,SDSU,"{'StadiumID': 83, 'Active': True, 'Name': 'Viejas Arena', 'Address': None, 'City': 'San Diego', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 12414}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/212.png,30
586,600002402020,99.3,3.15,102.4,68.9,OVC,Ohio Valley,60000240,MURST,9,-0.03,-5.57,Racers,-7.75,106.8,99.1,136,Murray State,2020,MURST,"{'StadiumID': 170, 'Active': True, 'Name': 'CFSB Center', 'Address': None, 'City': 'Murray', 'State': 'KY', 'Zip': None, 'Country': None, 'Capacity': 8600}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/240.png,23
587,600002332020,100.5,6.02,106.5,70.5,OVC,Ohio Valley,60000233,BELM,7,0.012,-2.73,Bruins,-7.08,106.0,99.0,109,Belmont,2020,BELM,"{'StadiumID': 169, 'Active': True, 'Name': 'Curb Event Center', 'Address': None, 'City': 'Nashville', 'State': 'TN', 'Zip': None, 'Country': None, 'Capacity': 5000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,26
588,600002312020,103.8,-6.03,97.8,70.3,NEC,Northeast,60000231,BRYANT,17,-0.055,-2.2,Bulldogs,-6.58,105.5,98.9,234,Bryant,2020,BRYANT,"{'StadiumID': 213, 'Active': True, 'Name': 'Chace Athletic Center', 'Address': None, 'City': 'Smithfield', 'State': 'RI', 'Zip': None, 'Country': None, 'Capacity': 2600}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/231.png,15
589,600002242020,112.4,-10.23,102.1,68.9,NEC,Northeast,60000224,FAIRDK,19,-0.027,3.47,Knights,-4.93,104.3,99.4,289,Fairleigh Dickinson,2020,FDU,"{'StadiumID': 282, 'Active': True, 'Name': 'Rothman Center', 'Address': None, 'City': 'Teaneck', 'State': 'NJ', 'Zip': None, 'Country': None, 'Capacity': 3000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,11
590,600002322020,114.0,-23.67,90.3,69.5,NEC,Northeast,60000232,CENCON,27,-0.014,1.42,Blue Devils,-4.23,104.3,100.1,347,Central Connecticut State,2020,CENCON,"{'StadiumID': 198, 'Active': True, 'Name': 'William H. Detrick Gymnasium', 'Address': None, 'City': 'New Britain', 'State': 'CT', 'Zip': None, 'Country': None, 'Capacity': 2654}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/232.png,4
591,600002252020,107.9,-0.32,107.6,68.9,NEC,Northeast,60000225,STFPA,10,0.037,0.03,Red Flash,-6.85,105.9,99.0,176,Saint Francis U,2020,SFU,"{'StadiumID': 125, 'Active': True, 'Name': 'DeGol Arena', 'Address': None, 'City': 'Loretto', 'State': 'PA', 'Zip': None, 'Country': None, 'Capacity': 3500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/225.png,22
592,600002382020,105.5,-9.67,95.8,68.1,OVC,Ohio Valley,60000238,JAXST,19,-0.078,-2.74,Gamecocks,-8.0,106.9,98.9,285,Jacksonville State,2020,JSU,"{'StadiumID': 391, 'Active': True, 'Name': 'Pete Mathews Coliseum', 'Address': None, 'City': 'Jacksonville', 'State': 'AL', 'Zip': None, 'Country': None, 'Capacity': 3500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/238.png,13
593,600002052020,98.6,-0.41,98.2,64.2,MVC,Missouri Valley,60000205,SILL,16,-0.002,-3.73,Salukis,0.28,102.5,102.8,178,Southern Illinois,2020,SILL,"{'StadiumID': 186, 'Active': True, 'Name': 'SIU Arena', 'Address': None, 'City': 'Carbondale', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 8284}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/205.png,16
594,600002182020,100.6,7.28,107.9,67.0,MWC,Mountain West,60000218,UNLV,15,-0.019,1.02,Runnin' Rebels,3.75,100.9,104.6,98,UNLV,2020,UNLV,"{'StadiumID': 173, 'Active': True, 'Name': 'Thomas & Mack Center', 'Address': None, 'City': 'Las Vegas', 'State': 'NV', 'Zip': None, 'Country': None, 'Capacity': 18500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/218.png,17
595,600002072020,101.2,4.59,105.8,66.4,MVC,Missouri Valley,60000207,INDST,12,0.043,2.74,Sycamores,2.19,101.5,103.7,122,Indiana State,2020,INDST,"{'StadiumID': 273, 'Active': True, 'Name': 'Hulman Center', 'Address': None, 'City': 'Terre Haute', 'State': 'IN', 'Zip': None, 'Country': None, 'Capacity': 10200}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/207.png,18
596,600002022020,90.4,15.19,105.6,69.5,Amer,American Athletic,60000202,WICHST,8,0.041,-1.25,Shockers,4.78,98.9,103.7,39,Wichita State,2020,WICHST,"{'StadiumID': 49, 'Active': True, 'Name': 'Charles Koch Arena', 'Address': None, 'City': 'Wichita', 'State': 'KS', 'Zip': None, 'Country': None, 'Capacity': 10506}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,23
597,600002422020,107.0,-0.02,106.9,67.8,OVC,Ohio Valley,60000242,AUSP,12,0.032,3.47,Governors,-5.29,105.4,100.1,172,Austin Peay,2020,AUSP,"{'StadiumID': 407, 'Active': True, 'Name': 'Winfield Dunn Center', 'Address': None, 'City': 'Clarksville', 'State': 'TN', 'Zip': None, 'Country': None, 'Capacity': 7257}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/242.png,21
598,600002442020,110.0,-17.72,92.3,69.0,OVC,Ohio Valley,60000244,SIUE,23,-0.034,-0.36,Cougars,-5.97,106.5,100.5,337,SIUE,2020,SIUE,"{'StadiumID': 51, 'Active': True, 'Name': 'Vadalabene Center', 'Address': None, 'City': 'Edwardsville', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 4000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,8
599,600002432020,113.0,-19.0,94.0,67.6,OVC,Ohio Valley,60000243,SEMST,24,-0.016,-0.78,Redhawks,-5.99,105.7,99.7,340,Southeast Missouri State,2020,SEMST,"{'StadiumID': 340, 'Active': True, 'Name': 'Show Me Center', 'Address': None, 'City': 'Cape Girardeau', 'State': 'MO', 'Zip': None, 'Country': None, 'Capacity': 7000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/243.png,7
600,600002452020,97.1,20.0,117.1,65.0,P12,Pac-12,60000245,ORE,7,0.023,4.11,Ducks,8.15,97.4,105.6,17,Oregon,2020,OREGON,"{'StadiumID': 9, 'Active': True, 'Name': 'Matthew Knight Arena', 'Address': None, 'City': 'Eugene', 'State': 'OR', 'Zip': None, 'Country': None, 'Capacity': 12364}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/245.png,24
601,600002462020,92.0,12.35,104.3,68.9,P12,Pac-12,60000246,USC,9,0.083,-1.48,Trojans,6.32,98.8,105.2,55,USC,2020,USC,"{'StadiumID': 84, 'Active': True, 'Name': 'Galen Center', 'Address': None, 'City': 'Los Angeles', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 10258}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/246.png,22
602,600002472020,91.4,19.6,111.0,69.3,P12,Pac-12,60000247,ARZ,11,-0.077,2.41,Wildcats,7.72,98.8,106.5,19,Arizona,2020,ARZ,"{'StadiumID': 94, 'Active': True, 'Name': 'McKale Center', 'Address': None, 'City': 'Tucson', 'State': 'AZ', 'Zip': None, 'Country': None, 'Capacity': 14644}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/247.png,21
603,600002482020,100.8,5.56,106.3,66.7,P12,Pac-12,60000248,UTAH,15,0.029,2.26,Runnin' Utes,8.33,98.8,107.1,114,Utah,2020,UTAH,"{'StadiumID': 102, 'Active': True, 'Name': 'Jon M. Huntsman Center', 'Address': None, 'City': 'Salt Lake City', 'State': 'UT', 'Zip': None, 'Country': None, 'Capacity': 15000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/248.png,16
604,600002492020,93.1,12.67,105.8,69.8,P12,Pac-12,60000249,WASH,17,-0.157,1.03,Huskies,7.6,97.8,105.4,54,Washington,2020,WASH,"{'StadiumID': 15, 'Active': True, 'Name': 'Alaska Airlines Arena', 'Address': None, 'City': 'Seattle', 'State': 'WA', 'Zip': None, 'Country': None, 'Capacity': 9268}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/249.png,15
605,600002502020,93.4,15.71,109.1,68.2,P12,Pac-12,60000250,COL,11,-0.01,2.77,Buffaloes,7.42,98.0,105.5,35,Colorado,2020,COL,"{'StadiumID': 205, 'Active': True, 'Name': 'CU Events Center', 'Address': None, 'City': 'Boulder', 'State': 'CO', 'Zip': None, 'Country': None, 'Capacity': 11064}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/250.png,21
606,600002512020,100.4,1.1,101.5,65.2,P12,Pac-12,60000251,CAH,18,0.09,1.84,Golden Bears,8.03,98.3,106.4,153,California,2020,CAL,"{'StadiumID': 210, 'Active': True, 'Name': 'Haas Pavilion', 'Address': None, 'City': 'Berkeley', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 11877}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/251.png,14
607,600002532020,99.4,9.92,109.3,64.9,P12,Pac-12,60000253,UCLA,12,0.047,-0.73,Bruins,7.16,98.3,105.5,78,UCLA,2020,UCLA,"{'StadiumID': 109, 'Active': True, 'Name': 'Pauley Pavilion', 'Address': None, 'City': 'Los Angeles', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 13800}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/253.png,19
608,600002542020,90.3,14.11,104.4,68.3,P12,Pac-12,60000254,STAN,12,-0.08,-4.02,Cardinal,4.97,99.2,104.2,43,Stanford,2020,STAN,"{'StadiumID': 79, 'Active': True, 'Name': 'Maples Pavilion', 'Address': None, 'City': 'Stanford', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 7233}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/254.png,20
609,600002522020,102.0,8.93,110.9,65.6,P12,Pac-12,60000252,OREGST,13,-0.002,-5.88,Beavers,5.06,99.5,104.6,87,Oregon State,2020,ORSTU,"{'StadiumID': 70, 'Active': True, 'Name': 'Gill Coliseum', 'Address': None, 'City': 'Corvallis', 'State': 'OR', 'Zip': None, 'Country': None, 'Capacity': 9604}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/252.png,18
610,600002552020,94.7,11.3,106.0,73.2,P12,Pac-12,60000255,ARZST,11,0.069,2.65,Sun Devils,8.22,98.1,106.4,63,Arizona State,2020,ASU,"{'StadiumID': 137, 'Active': True, 'Name': 'Desert Financial Arena (AZ)', 'Address': None, 'City': 'Tempe', 'State': 'AZ', 'Zip': None, 'Country': None, 'Capacity': 14198}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/255.png,20
611,600002562020,98.0,4.22,102.2,70.8,P12,Pac-12,60000256,WASHST,16,-0.002,-8.19,Cougars,4.53,99.1,103.6,127,Washington State,2020,WSU,"{'StadiumID': 182, 'Active': True, 'Name': 'Friel Court', 'Address': None, 'City': 'Pullman', 'State': 'WA', 'Zip': None, 'Country': None, 'Capacity': 12058}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/256.png,16
612,600002612020,102.5,4.73,107.2,68.5,Pat,Patriot League,60000261,COLG,9,0.02,-0.89,Raiders,-6.14,106.7,100.6,118,Colgate,2020,COLGATE,"{'StadiumID': 120, 'Active': True, 'Name': 'Cotterell Court', 'Address': None, 'City': 'Hamilton', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 1782}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/261.png,25
