test,SeasonTeamID,AdjD,AdjEM,AdjO,AdjT,Conf,Conference,GlobalTeamID,Key,L,Luck,NCAdjEM,Name,OppAdjEM,OppD,OppO,Rk,School,Season,ShortDisplayName,Stadium,TeamLogoUrl,W
151,600001512021,105.5,-2.61,102.9,70.1,Horz,Horizon League,60000151,WBD,0,-0.01,0.45,Panthers,-1.58,103.6,102.0,205,Milwaukee,2021,WBD,"{'StadiumID': 164, 'Active': True, 'Name': 'UW-Milwaukee Panther Arena', 'Address': None, 'City': 'Milwaukee', 'State': 'WI', 'Zip': None, 'Country': None, 'Capacity': 12700}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
152,600001532021,107.4,2.99,110.4,67.4,Horz,Horizon League,60000153,DET,0,-0.051,9.06,Titans,-1.31,104.9,103.6,147,Detroit,2021,DET,"{'StadiumID': 304, 'Active': True, 'Name': 'Calihan Hall', 'Address': None, 'City': 'Detroit', 'State': 'MI', 'Zip': None, 'Country': None, 'Capacity': 8295}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
153,600001542021,106.6,-1.74,104.9,65.0,Horz,Horizon League,60000154,NKENT,0,0.056,4.25,Norse,-2.25,104.5,102.2,195,Northern Kentucky,2021,NKENT,"{'StadiumID': 320, 'Active': True, 'Name': 'BB&T Arena', 'Address': None, 'City': 'Highland Heights', 'State': 'KY', 'Zip': None, 'Country': None, 'Capacity': 9400}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
154,600001552021,108.1,-4.86,103.2,67.9,Horz,Horizon League,60000155,YNGST,0,0.032,-10.05,Penguins,-3.47,105.5,102.1,232,Youngstown State,2021,YNGST,"{'StadiumID': 349, 'Active': True, 'Name': 'Beeghly Center', 'Address': None, 'City': 'Youngstown', 'State': 'OH', 'Zip': None, 'Country': None, 'Capacity': 6300}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/155.png,0
155,600001562021,98.7,2.8,101.5,66.3,Horz,Horizon League,60000156,CLVST,0,0.19,21.21,Vikings,-1.09,106.1,105.0,151,Cleveland State,2021,CLVST,"{'StadiumID': 158, 'Active': True, 'Name': 'Wolstein Center', 'Address': None, 'City': 'Cleveland', 'State': 'OH', 'Zip': None, 'Country': None, 'Capacity': 13610}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
156,600001602021,102.8,1.89,104.7,66.8,Ivy,Ivy League,60000160,PRNCE,0,0.0,-99.0,Tigers,-99.0,200.0,0.0,162,Princeton,2021,PRNCE,"{'StadiumID': 251, 'Active': True, 'Name': 'Jadwin Gymnasium', 'Address': None, 'City': 'Princeton', 'State': 'NJ', 'Zip': None, 'Country': None, 'Capacity': 6854}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/160.png,0
157,600001582021,101.0,6.85,107.8,68.1,Ivy,Ivy League,60000158,YALE,0,0.0,-99.0,Bulldogs,-99.0,200.0,0.0,120,Yale,2021,YALE,"{'StadiumID': 355, 'Active': True, 'Name': 'John J. Lee Amphitheater', 'Address': None, 'City': 'New Haven', 'State': 'CT', 'Zip': None, 'Country': None, 'Capacity': 2800}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/158.png,0
158,600001572021,103.2,-9.06,94.1,68.5,Horz,Horizon League,60000157,ILLCHI,0,0.05,-0.89,Flames,-2.83,105.3,102.5,279,UIC,2021,UIC,"{'StadiumID': 225, 'Active': True, 'Name': 'UIC Pavilion', 'Address': None, 'City': 'Chicago', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 8000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
159,600001592021,104.8,-9.39,95.4,69.1,Ivy,Ivy League,60000159,COLMB,0,0.0,-99.0,Lions,-99.0,200.0,0.0,282,Columbia,2021,COL,"{'StadiumID': 346, 'Active': True, 'Name': 'Levien Gymnasium', 'Address': None, 'City': 'New York', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 2700}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
160,600001622021,105.5,-3.33,102.1,67.0,Ivy,Ivy League,60000162,CORNEL,0,0.0,-99.0,Big Red,-99.0,200.0,0.0,215,Cornell,2021,CORNEL,"{'StadiumID': 177, 'Active': True, 'Name': 'Newman Arena', 'Address': None, 'City': 'Ithaca', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 4473}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
161,600001682021,100.8,-0.36,100.4,66.5,MAAC,Metro Atlantic Athletic,60000168,SIENA,0,-0.057,-99.0,Saints,-7.48,104.0,96.5,186,Siena,2021,SIENA,"{'StadiumID': 250, 'Active': True, 'Name': 'Times Union Center', 'Address': None, 'City': 'Albany', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 7146}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
162,600001672021,100.7,0.39,101.1,68.3,MAAC,Metro Atlantic Athletic,60000167,IONA,0,0.038,-0.41,Gaels,-7.05,104.4,97.4,181,Iona,2021,IONA,"{'StadiumID': 132, 'Active': True, 'Name': 'Hynes Athletics Center', 'Address': None, 'City': 'New Rochelle', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 2578}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
163,600001612021,104.2,-3.27,101.0,69.4,Ivy,Ivy League,60000161,PENN,0,0.0,-99.0,Quakers,-99.0,200.0,0.0,213,Penn,2021,UPENN,"{'StadiumID': 331, 'Active': True, 'Name': 'The Palestra', 'Address': None, 'City': 'Philadelphia', 'State': 'PA', 'Zip': None, 'Country': None, 'Capacity': 8722}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
164,600001662021,104.0,-4.43,99.6,74.5,MAAC,Metro Atlantic Athletic,60000166,MONM,0,0.05,-3.59,Hawks,-6.35,103.1,96.7,227,Monmouth,2021,MONM,"{'StadiumID': 69, 'Active': True, 'Name': 'OceanFirst Bank Center', 'Address': None, 'City': 'West Long Branch', 'State': 'NJ', 'Zip': None, 'Country': None, 'Capacity': 4100}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/166.png,0
165,600001642021,102.1,0.56,102.6,68.3,Ivy,Ivy League,60000164,HARVRD,0,0.0,-99.0,Crimson,-99.0,200.0,0.0,180,Harvard,2021,HARVARD,"{'StadiumID': 118, 'Active': True, 'Name': 'Lavietes Pavilion', 'Address': None, 'City': 'Cambridge', 'State': 'MA', 'Zip': None, 'Country': None, 'Capacity': 1636}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
166,600001632021,101.8,-5.83,96.0,69.9,Ivy,Ivy League,60000163,BROWN,0,0.0,-99.0,Bears,-99.0,200.0,0.0,244,Brown,2021,BROWN,"{'StadiumID': 285, 'Active': True, 'Name': 'Pizzitola Sports Center', 'Address': None, 'City': 'Providence', 'State': 'RI', 'Zip': None, 'Country': None, 'Capacity': 2900}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
167,600001652021,104.4,-8.83,95.6,66.8,Ivy,Ivy League,60000165,DART,0,0.0,-99.0,Big Green,-99.0,200.0,0.0,276,Dartmouth,2021,DART,"{'StadiumID': 353, 'Active': True, 'Name': 'Edward Leede Arena', 'Address': None, 'City': 'Hanover', 'State': 'NH', 'Zip': None, 'Country': None, 'Capacity': 2100}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
168,600001702021,106.7,-11.24,95.4,64.6,MAAC,Metro Atlantic Athletic,60000170,FAIR,0,0.005,-0.53,Stags,-5.5,102.2,96.7,308,Fairfield,2021,FAIR,"{'StadiumID': 356, 'Active': True, 'Name': 'Alumni Hall', 'Address': None, 'City': 'Fairfield', 'State': 'CT', 'Zip': None, 'Country': None, 'Capacity': 2479}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
169,600001722021,105.9,-6.08,99.8,70.9,MAAC,Metro Atlantic Athletic,60000172,CANS,0,0.058,-99.0,Golden Griffins,-5.71,101.5,95.8,250,Canisius,2021,CANS,"{'StadiumID': 354, 'Active': True, 'Name': 'Koessler Athletic Center', 'Address': None, 'City': 'Buffalo', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 2196}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
170,600001712021,102.7,-12.52,90.2,67.3,MAAC,Metro Atlantic Athletic,60000171,MANH,0,-0.006,-19.41,Jaspers,-7.47,103.8,96.3,315,Manhattan,2021,MANH,"{'StadiumID': 68, 'Active': True, 'Name': 'Draddy Gymnasium', 'Address': None, 'City': 'Riverdale', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 2345}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
171,600001692021,94.8,-3.59,91.2,67.0,MAAC,Metro Atlantic Athletic,60000169,STPETE,0,-0.006,4.27,Peacocks,-6.47,104.4,98.0,220,Saint Peter's,2021,STP,"{'StadiumID': 502, 'Active': True, 'Name': 'John J. Moore Athletics and Fitness Center', 'Address': None, 'City': 'Jersey City', 'State': 'NJ', 'Zip': None, 'Country': None, 'Capacity': None}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
172,600001732021,112.6,-12.53,100.1,67.9,MAAC,Metro Atlantic Athletic,60000173,RIDER,0,-0.041,10.17,Broncs,-4.3,101.4,97.1,316,Rider,2021,RIDER,"{'StadiumID': 370, 'Active': True, 'Name': 'Alumni Gymnasium (Rider)', 'Address': None, 'City': 'Lawrenceville', 'State': 'NJ', 'Zip': None, 'Country': None, 'Capacity': 1650}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
173,600001752021,106.5,-6.06,100.4,64.8,MAAC,Metro Atlantic Athletic,60000175,NIAGRA,0,-0.041,9.66,Purple Eagles,-5.92,102.2,96.3,249,Niagara,2021,NIAGRA,"{'StadiumID': 187, 'Active': True, 'Name': 'Gallagher Center', 'Address': None, 'City': 'Niagara Falls', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 2400}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
174,600001742021,99.7,-9.47,90.2,72.3,MAAC,Metro Atlantic Athletic,60000174,QUIN,0,-0.042,-4.76,Bobcats,-7.38,104.8,97.4,284,Quinnipiac,2021,QUIN,"{'StadiumID': 224, 'Active': True, 'Name': ""People's United Center"", 'Address': None, 'City': 'Hamden', 'State': 'CT', 'Zip': None, 'Country': None, 'Capacity': 3570}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
175,600001772021,99.8,9.7,109.5,68.8,MAC,Mid-American,60000177,AKRON,0,-0.001,22.25,Zips,4.97,101.2,106.2,99,Akron,2021,AKRON,"{'StadiumID': 295, 'Active': True, 'Name': 'James A. Rhodes Arena', 'Address': None, 'City': 'Akron', 'State': 'OH', 'Zip': None, 'Country': None, 'Capacity': 5500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/177.png,0
176,600001762021,100.2,-7.98,92.3,66.4,MAAC,Metro Atlantic Athletic,60000176,MARIST,0,0.082,-13.48,Red Foxes,-7.53,104.4,96.9,264,Marist,2021,MARIST,"{'StadiumID': 162, 'Active': True, 'Name': 'McCann Arena', 'Address': None, 'City': 'Poughkeepsie', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 3200}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
177,600001782021,97.9,8.84,106.7,70.0,MAC,Mid-American,60000178,KENTST,0,0.023,8.66,Golden Flashes,4.6,102.2,106.8,106,Kent State,2021,KENTST,"{'StadiumID': 240, 'Active': True, 'Name': 'MAC Center', 'Address': None, 'City': 'Kent', 'State': 'OH', 'Zip': None, 'Country': None, 'Capacity': 6327}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/178.png,0
178,600001842021,100.3,3.91,104.2,71.0,MAC,Mid-American,60000184,BALLST,0,-0.049,3.96,Cardinals,5.08,101.3,106.4,137,Ball State,2021,BALLST,"{'StadiumID': 23, 'Active': True, 'Name': 'Worthen Arena', 'Address': None, 'City': 'Muncie', 'State': 'IN', 'Zip': None, 'Country': None, 'Capacity': 11500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/184.png,0
179,600001812021,101.3,6.61,107.9,70.4,MAC,Mid-American,60000181,BOWLGR,0,-0.018,1.83,Falcons,4.44,101.4,105.8,121,Bowling Green,2021,BOWLGR,"{'StadiumID': 222, 'Active': True, 'Name': 'Stroh Center', 'Address': None, 'City': 'Bowling Green', 'State': 'OH', 'Zip': None, 'Country': None, 'Capacity': 4347}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/181.png,0
180,600001852021,109.8,-8.73,101.1,72.4,MAC,Mid-American,60000185,CMICH,0,-0.046,-6.43,Chippewas,1.55,102.3,103.8,275,Central Michigan,2021,CMICH,"{'StadiumID': 364, 'Active': True, 'Name': 'McGuirk Arena', 'Address': None, 'City': 'Mount Pleasant', 'State': 'MI', 'Zip': None, 'Country': None, 'Capacity': 5300}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/185.png,0
181,600001802021,101.2,12.54,113.7,69.3,MAC,Mid-American,60000180,OHIO,0,0.027,1.47,Bobcats,4.23,101.1,105.3,78,Ohio,2021,OHIO,"{'StadiumID': 189, 'Active': True, 'Name': 'Convocation Center (OH)', 'Address': None, 'City': 'Athens', 'State': 'OH', 'Zip': None, 'Country': None, 'Capacity': 13000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/180.png,0
182,600001822021,103.9,3.05,106.9,66.1,MAC,Mid-American,60000182,MIAOH,0,0.002,-1.17,RedHawks,3.38,101.5,104.9,145,Miami (OH),2021,MIAOH,"{'StadiumID': 272, 'Active': True, 'Name': 'Millett Hall', 'Address': None, 'City': 'Oxford', 'State': 'OH', 'Zip': None, 'Country': None, 'Capacity': 6400}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/182.png,0
183,600001832021,101.0,14.62,115.6,69.1,MAC,Mid-American,60000183,TOLEDO,0,-0.019,5.92,Rockets,3.04,101.7,104.7,62,Toledo,2021,TOLEDO,"{'StadiumID': 299, 'Active': True, 'Name': 'Savage Arena', 'Address': None, 'City': 'Toledo', 'State': 'OH', 'Zip': None, 'Country': None, 'Capacity': 7014}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/183.png,0
184,600001792021,94.2,13.81,108.0,73.6,MAC,Mid-American,60000179,BUF,0,-0.08,2.58,Bulls,3.35,102.5,105.8,68,Buffalo,2021,BUF,"{'StadiumID': 16, 'Active': True, 'Name': 'Alumni Arena', 'Address': None, 'City': 'Buffalo', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 6783}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/179.png,0
185,600001872021,107.1,-9.05,98.0,68.4,MAC,Mid-American,60000187,EMICH,0,-0.039,18.74,Eagles,6.01,101.1,107.1,278,Eastern Michigan,2021,EMICH,"{'StadiumID': 111, 'Active': True, 'Name': 'Convocation Center (MI)', 'Address': None, 'City': 'Ypsilanti', 'State': 'MI', 'Zip': None, 'Country': None, 'Capacity': 8800}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/187.png,0
186,600001862021,109.8,-15.58,94.3,65.7,MAC,Mid-American,60000186,NILL,0,-0.003,-5.05,Huskies,3.55,101.9,105.5,335,Northern Illinois,2021,NIU,"{'StadiumID': 123, 'Active': True, 'Name': 'NIU Convocation Center', 'Address': None, 'City': 'Dekalb', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 10000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/186.png,0
187,600001882021,103.8,-8.03,95.8,66.3,MAC,Mid-American,60000188,WMICH,0,-0.036,5.67,Broncos,4.99,101.6,106.6,267,Western Michigan,2021,WMICH,"{'StadiumID': 328, 'Active': True, 'Name': 'University Arena (MI)', 'Address': None, 'City': 'Kalamazoo', 'State': 'MI', 'Zip': None, 'Country': None, 'Capacity': 5421}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/188.png,0
188,600001892021,109.5,-13.82,95.6,70.7,BSth,Big South,60000189,HAMP,0,0.118,-3.25,Pirates,-7.37,105.8,98.5,325,Hampton,2021,HAMPTON,"{'StadiumID': 362, 'Active': True, 'Name': 'Convocation Center (VA)', 'Address': None, 'City': 'Hampton', 'State': 'VA', 'Zip': None, 'Country': None, 'Capacity': 7200}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/189.png,0
189,600001902021,111.2,-23.53,87.7,72.0,MEAC,Mid-Eastern,60000190,SCARST,0,-0.109,2.03,Bulldogs,-4.65,102.9,98.2,353,South Carolina State,2021,SCARST,"{'StadiumID': 418, 'Active': True, 'Name': 'S-H-M Memorial Center', 'Address': None, 'City': 'Orangeburg', 'State': 'SC', 'Zip': None, 'Country': None, 'Capacity': 3200}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/190.png,0
190,600001912021,103.6,-2.31,101.3,67.7,MEAC,Mid-Eastern,60000191,NORFST,0,0.031,-0.73,Spartans,-8.31,105.2,96.9,200,Norfolk State,2021,NORFST,"{'StadiumID': 289, 'Active': True, 'Name': 'Echols Hall', 'Address': None, 'City': 'Norfolk', 'State': 'VA', 'Zip': None, 'Country': None, 'Capacity': 4500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/191.png,0
191,600001922021,111.6,-20.66,90.9,72.5,MEAC,Mid-Eastern,60000192,BCOOK,0,0.0,-99.0,Wildcats,-99.0,200.0,0.0,349,Bethune-Cookman,2021,BCOOK,"{'StadiumID': 239, 'Active': True, 'Name': 'Moore Gymnasium (Daytona Beach, FL)', 'Address': None, 'City': 'Daytona Beach', 'State': 'FL', 'Zip': None, 'Country': None, 'Capacity': 3000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/192.png,0
192,600001932021,110.4,-25.73,84.7,68.0,MEAC,Mid-Eastern,60000193,MDES,0,0.0,-99.0,Hawks,-99.0,200.0,0.0,355,Maryland Eastern Shore,2021,MDES,"{'StadiumID': 200, 'Active': True, 'Name': 'Hytche Arena', 'Address': None, 'City': 'Princess Anne', 'State': 'MD', 'Zip': None, 'Country': None, 'Capacity': 5500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
193,600001972021,108.4,-14.42,94.0,66.3,MEAC,Mid-Eastern,60000197,NCC,0,0.033,13.41,Eagles,-6.37,102.6,96.2,327,North Carolina Central,2021,NCC,"{'StadiumID': 337, 'Active': True, 'Name': 'McDougald-McLendon Arena', 'Address': None, 'City': 'Durham', 'State': 'NC', 'Zip': None, 'Country': None, 'Capacity': 3500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/197.png,0
194,600002002021,101.2,-9.66,91.6,77.1,MEAC,Mid-Eastern,60000200,COPPST,0,0.073,7.3,Eagles,-2.46,103.9,101.5,287,Coppin State,2021,COPPST,"{'StadiumID': 347, 'Active': True, 'Name': 'Physical Education Complex', 'Address': None, 'City': 'Baltimore', 'State': 'MD', 'Zip': None, 'Country': None, 'Capacity': 4100}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
195,600001952021,111.1,-12.18,99.0,69.9,MEAC,Mid-Eastern,60000195,HOWRD,0,0.102,-1.49,Bison,-1.49,104.7,103.2,314,Howard,2021,HOWARD,"{'StadiumID': 363, 'Active': True, 'Name': 'Burr Gymnasium', 'Address': None, 'City': 'Washington', 'State': 'DC', 'Zip': None, 'Country': None, 'Capacity': 2700}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/195.png,0
196,600001982021,100.1,-9.17,90.9,68.7,MEAC,Mid-Eastern,60000198,FLAM,0,-0.011,12.15,Rattlers,-6.51,104.8,98.3,280,Florida A&M,2021,FLAM,"{'StadiumID': 406, 'Active': True, 'Name': 'Al Lawson Center', 'Address': None, 'City': 'Tallahassee', 'State': 'FL', 'Zip': None, 'Country': None, 'Capacity': 9639}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/198.png,0
197,600001962021,105.6,-9.49,96.1,70.9,MEAC,Mid-Eastern,60000196,NCAT,0,0.078,2.43,Aggies,-5.28,102.9,97.6,285,North Carolina A&T,2021,NCAT,"{'StadiumID': 40, 'Active': True, 'Name': 'Corbett Sports Center', 'Address': None, 'City': 'Greensboro', 'State': 'NC', 'Zip': None, 'Country': None, 'Capacity': 5000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/196.png,0
198,600001992021,104.2,-3.69,100.5,72.2,MEAC,Mid-Eastern,60000199,MORGST,0,-0.037,0.2,Bears,-8.26,104.3,96.1,221,Morgan State,2021,MORGST,"{'StadiumID': 237, 'Active': True, 'Name': 'Hill Field House', 'Address': None, 'City': 'Baltimore', 'State': 'MD', 'Zip': None, 'Country': None, 'Capacity': 4250}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/199.png,0
199,600002012021,114.1,-22.53,91.5,73.6,MEAC,Mid-Eastern,60000201,DELST,0,-0.064,2.42,Hornets,-3.49,102.5,99.0,350,Delaware State,2021,DELST,"{'StadiumID': 292, 'Active': True, 'Name': 'Memorial Hall (Dover, DE)', 'Address': None, 'City': 'Dover', 'State': 'DE', 'Zip': None, 'Country': None, 'Capacity': 1800}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/201.png,0
200,600002052021,101.9,-1.41,100.5,66.5,MVC,Missouri Valley,60000205,SILL,0,0.075,-4.95,Salukis,4.44,99.7,104.1,193,Southern Illinois,2021,SILL,"{'StadiumID': 186, 'Active': True, 'Name': 'SIU Arena', 'Address': None, 'City': 'Carbondale', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 8284}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/205.png,0
201,600002032021,108.9,-2.54,106.4,62.3,MVC,Missouri Valley,60000203,EVANS,0,0.011,-4.73,Aces,3.73,99.5,103.2,203,Evansville,2021,EVANS,"{'StadiumID': 297, 'Active': True, 'Name': 'Ford Center', 'Address': None, 'City': 'Evansville', 'State': 'IN', 'Zip': None, 'Country': None, 'Capacity': 10000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
202,600002212021,109.7,-14.57,95.2,63.1,MWC,Mountain West,60000221,AIRF,0,0.028,-3.44,Falcons,4.47,100.1,104.6,329,Air Force,2021,AIR,"{'StadiumID': 277, 'Active': True, 'Name': 'Clune Arena', 'Address': None, 'City': 'Colorado Springs', 'State': 'CO', 'Zip': None, 'Country': None, 'Capacity': 5858}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/221.png,0
203,600002192021,108.0,1.84,109.9,69.3,MWC,Mountain West,60000219,WYOM,0,0.046,-13.29,Cowboys,1.07,101.0,102.1,163,Wyoming,2021,WYOM,"{'StadiumID': 82, 'Active': True, 'Name': 'Arena-Auditorium', 'Address': None, 'City': 'Laramie', 'State': 'WY', 'Zip': None, 'Country': None, 'Capacity': 11445}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/219.png,0
204,600002302021,109.2,-10.12,99.0,67.6,Horz,Horizon League,60000230,ROBMS,0,-0.053,8.62,Colonials,-0.02,105.0,104.9,294,Robert Morris,2021,RMU,"{'StadiumID': 447, 'Active': True, 'Name': 'UPMC Events Center', 'Address': None, 'City': 'Moon Township', 'State': 'PA', 'Zip': None, 'Country': None, 'Capacity': 4000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/230.png,0
205,600002402021,102.4,1.61,104.0,66.5,OVC,Ohio Valley,60000240,MURST,0,-0.177,-3.79,Racers,-5.13,104.5,99.4,168,Murray State,2021,MURST,"{'StadiumID': 170, 'Active': True, 'Name': 'CFSB Center', 'Address': None, 'City': 'Murray', 'State': 'KY', 'Zip': None, 'Country': None, 'Capacity': 8600}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/240.png,0
206,600002182021,103.2,1.44,104.7,66.4,MWC,Mountain West,60000218,UNLV,0,-0.037,13.16,Runnin' Rebels,5.55,98.7,104.2,169,UNLV,2021,UNLV,"{'StadiumID': 173, 'Active': True, 'Name': 'Thomas & Mack Center', 'Address': None, 'City': 'Las Vegas', 'State': 'NV', 'Zip': None, 'Country': None, 'Capacity': 18500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/218.png,0
207,600002342021,108.9,-12.05,96.8,69.1,OVC,Ohio Valley,60000234,TENTCH,0,-0.055,10.91,Golden Eagles,0.11,102.1,102.2,313,Tennessee Tech,2021,TNTECH,"{'StadiumID': 167, 'Active': True, 'Name': 'Hooper Eblen Center', 'Address': None, 'City': 'Cookeville', 'State': 'TN', 'Zip': None, 'Country': None, 'Capacity': 7500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/234.png,0
208,600002352021,103.8,-12.82,91.0,71.5,OVC,Ohio Valley,60000235,TENST,0,-0.103,-2.47,Tigers,-3.68,104.2,100.5,318,Tennessee State,2021,TNST,"{'StadiumID': 206, 'Active': True, 'Name': 'Gentry Center', 'Address': None, 'City': 'Nashville', 'State': 'TN', 'Zip': None, 'Country': None, 'Capacity': 9100}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/235.png,0
209,600002142021,102.3,-9.9,92.4,68.1,MWC,Mountain West,60000214,NMX,0,-0.039,-4.99,Lobos,3.71,100.9,104.6,289,New Mexico,2021,UNM,"{'StadiumID': 208, 'Active': True, 'Name': 'Dreamstyle Arena', 'Address': None, 'City': 'Albuquerque', 'State': 'NM', 'Zip': None, 'Country': None, 'Capacity': 15411}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/214.png,0
210,600002222021,111.2,-14.77,96.5,72.1,MWC,Mountain West,60000222,SJST,0,0.006,1.59,Spartans,6.18,97.6,103.8,330,San Jose State,2021,SJSU,"{'StadiumID': 415, 'Active': True, 'Name': 'Event Center (San Jose St.)', 'Address': None, 'City': 'San Jose', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 5000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/222.png,0
211,600002282021,111.9,-9.96,102.0,72.8,NEC,Northeast,60000228,STF,0,0.03,-6.76,Terriers,-7.99,105.3,97.3,291,St. Francis Brooklyn,2021,STF,"{'StadiumID': 368, 'Active': True, 'Name': 'Pope Physical Education Center', 'Address': None, 'City': 'Brooklyn', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 1200}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
