Season,Rk,Team,Conf,W,L,AdjEM,AdjO,AdjD,AdjT,Luck,OppAdjEM,OppO,OppD,NCAdjEM
2021,261,Marist,MAAC,0,0,-8.16,92.7,100.9,66.1,0.101,-8.09,96.7,104.7,-13.84
2021,262,Sacramento St.,BSky,0,0,-8.21,102.2,110.4,65.8,-0.03,-1.73,102.2,103.9,3.12
2021,263,LIU,NEC,0,0,-8.22,94.5,102.7,74.1,-0.021,-8.87,98.5,107.4,-99
2021,264,Samford,SC,0,0,-8.27,97.1,105.4,73.1,-0.035,2.08,103.9,101.8,-4.2
2021,265,New Hampshire,AE,0,0,-8.27,96.6,104.8,66.9,0.056,-6.62,97.5,104.1,-4.59
2021,266,Western Michigan,MAC,0,0,-8.52,95.8,104.3,66.3,-0.036,4.49,106.6,102.1,5.52
2021,267,Tarleton St.,WAC,0,0,-8.62,97.3,105.9,64.8,-0.052,-1.15,101,102.2,9.63
2021,268,Idaho St.,BSky,0,0,-8.77,93.8,102.5,64.2,0.013,-4.99,100.2,105.1,3.46
2021,269,Georgia Southern,SB,0,0,-8.77,94.6,103.4,67.1,0.032,-3.93,100.4,104.3,-1.95
2021,270,Dartmouth,Ivy,0,0,-8.83,95.9,104.7,66.8,0,-99,0,200,-99
2021,271,Southeast Missouri St.,OVC,0,0,-8.87,96.2,105.1,68.8,-0.003,-5.18,99.5,104.7,-1.61
2021,272,Bucknell,Pat,0,0,-8.88,98.2,107.1,72.3,-0.018,-6.99,99.9,106.9,-99
2021,273,Jackson St.,SWAC,0,0,-8.98,88,97,68.9,0.145,-14.51,92.6,107.2,12.16
2021,274,Purdue Fort Wayne,Horz,0,0,-9.09,101.3,110.4,69.9,-0.025,-3.7,102.3,106,-20.14
2021,275,Merrimack,NEC,0,0,-9.26,91.8,101.1,66.9,0.014,-8.75,98.8,107.5,-99
2021,276,Florida A&M,MEAC,0,0,-9.28,91.2,100.5,68.4,0.01,-6.51,98.4,105,11.95
2021,277,Central Michigan,MAC,0,0,-9.28,101.1,110.4,72.4,-0.046,0.95,103.8,102.8,-6.94
2021,278,Cal St. Northridge,BW,0,0,-9.36,101.2,110.5,70.5,0.059,-1.4,101.4,102.8,0.64
2021,279,Columbia,Ivy,0,0,-9.39,95.7,105.1,69.2,0,-99,0,200,-99
2021,280,New Orleans,Slnd,0,0,-9.39,98.1,107.5,72.7,-0.079,-8.69,98.4,107.1,1.56
2021,281,Eastern Michigan,MAC,0,0,-9.65,98,107.6,68.4,-0.039,5.24,107,101.8,18.73
2021,282,Illinois Chicago,Horz,0,0,-9.66,94.1,103.8,68.5,0.05,-3.43,102.4,105.9,-1.6
2021,283,UT Rio Grande Valley,WAC,0,0,-9.66,92.4,102.1,69.9,-0.048,-5.78,98.7,104.5,-2.73
2021,284,North Alabama,ASun,0,0,-9.73,95,104.8,71,0.051,-5.89,100.2,106.1,2.81
2021,285,North Carolina A&T,MEAC,0,0,-9.77,96.2,106,71.1,0.078,-5.61,97.6,103.2,1.41
2021,286,High Point,BSth,0,0,-9.85,96.9,106.7,66.5,-0.033,-5.27,99.6,104.9,-0.2
2021,287,Quinnipiac,MAAC,0,0,-10.02,90.2,100.2,72.3,-0.042,-7.94,97.4,105.4,-5.2
2021,288,Florida Gulf Coast,ASun,0,0,-10.08,93.9,104,71.1,0.072,-7.38,98.5,105.9,-5.88
2021,289,St. Francis NY,NEC,0,0,-10.37,102,112.4,72.9,0.03,-8.42,97.3,105.7,-7.06
2021,290,Fairleigh Dickinson,NEC,0,0,-10.4,101.7,112.2,71,0.017,-5.94,99.1,105,3.32
2021,291,New Mexico,MWC,0,0,-10.58,92.3,102.9,68.1,-0.039,2.96,104.5,101.5,-5.38
2021,292,North Dakota,Sum,0,0,-10.6,97.6,108.2,67.5,0.077,-1.13,103.5,104.6,4.75
2021,293,NJIT,AE,0,0,-10.6,94.9,105.5,68.6,0.024,-4.71,98.8,103.5,-0.92
2021,294,Robert Morris,Horz,0,0,-10.62,99,109.7,67.6,-0.053,-0.59,104.9,105.5,8.1
2021,295,Coppin St.,MEAC,0,0,-10.64,91.6,102.2,77.4,0.077,-4.47,100.8,105.3,6.31
2021,296,Holy Cross,Pat,0,0,-10.64,98.2,108.9,69.6,-0.047,-2.45,102,104.5,-99
2021,297,FIU,CUSA,0,0,-10.9,97.8,108.7,70.7,-0.09,-1.29,101.5,102.8,-8.34
2021,298,Towson,CAA,0,0,-10.91,99.8,110.7,66.1,-0.022,-0.98,102.2,103.2,8.13
2021,299,William & Mary,CAA,0,0,-10.91,95.6,106.5,68.5,0.106,-1.18,103,104.2,-0.21
2021,300,Fordham,A10,0,0,-11.12,87.3,98.4,64.1,0.018,6.21,105.8,99.6,-99
2021,301,Jacksonville,ASun,0,0,-11.14,93.9,105.1,68,0.05,-5.68,100,105.7,-5.72
2021,302,St. Francis PA,NEC,0,0,-11.22,95.8,107,68.9,-0.066,-5.31,100.2,105.5,12.66
2021,303,Louisiana Monroe,SB,0,0,-11.26,93.8,105.1,67.5,-0.04,-4.6,99.2,103.8,-3.85
2021,304,Troy,SB,0,0,-11.34,92.8,104.2,68.7,0.036,-1.36,101.2,102.6,2.68
2021,305,Western Illinois,Sum,0,0,-11.41,98,109.4,71.9,-0.01,-2.5,103.3,105.8,-0.23
2021,306,Southern,SWAC,0,0,-11.51,92.3,103.9,71.4,-0.057,-13.78,93,106.8,17.1
2021,307,North Florida,ASun,0,0,-11.55,102.2,113.7,66.8,0.036,-2.91,100.5,103.4,3.58
2021,308,Middle Tennessee,CUSA,0,0,-11.85,91.8,103.6,69.5,-0.035,1.59,102.1,100.5,0.05
2021,309,Eastern Illinois,OVC,0,0,-11.97,96.2,108.2,69.3,-0.004,-4.3,100.7,105,2.12
2021,310,Lamar,Slnd,0,0,-12.29,92.3,104.6,68,-0.012,-6.13,98.6,104.7,1.64
2021,311,Howard,MEAC,0,0,-12.3,99.1,111.4,70,0.102,-2,103.2,105.2,-2
2021,312,Fairfield,MAAC,0,0,-12.41,95.7,108.1,65.2,-0.002,-6.38,96.8,103.2,-1.24
2021,313,Rider,MAAC,0,0,-12.42,99.7,112.1,68.2,-0.044,-4.97,97.4,102.4,9.84
2021,314,Nebraska Omaha,Sum,0,0,-12.58,94.4,107,71,-0.017,0.29,103.5,103.2,8.82
2021,315,Tennessee Tech,OVC,0,0,-12.61,96.8,109.4,69.2,-0.055,-0.45,102.2,102.6,10.34
2021,316,North Carolina Central,MEAC,0,0,-12.99,94.6,107.6,66.2,0.028,-7.12,96,103.2,13.14
2021,317,Sacred Heart,NEC,0,0,-13.17,99.3,112.5,66.6,0.13,-7.03,98.4,105.4,22.54
2021,318,Manhattan,MAAC,0,0,-13.17,90.1,103.2,67.3,-0.006,-8.12,96.3,104.4,-21.09
2021,319,Tennessee St.,OVC,0,0,-13.38,90.9,104.3,71.5,-0.103,-4.23,100.5,104.7,-3.04
2021,320,USC Upstate,BSth,0,0,-13.43,95.5,108.9,68.7,-0.032,-2.93,100.4,103.3,7.25
2021,321,Northwestern St.,Slnd,0,0,-13.49,97,110.5,71,0.068,-4.16,100.8,105,13.83
2021,322,SIU Edwardsville,OVC,0,0,-13.61,93.3,106.9,68.6,0.008,-3.14,101,104.2,2.58
2021,323,Binghamton,AE,0,0,-13.84,97.7,111.6,66.4,-0.095,-4.51,98.5,103,-8.41
2021,324,Grambling St.,SWAC,0,0,-14.07,91.8,105.9,70.7,0.027,-12.45,93.2,105.7,5.58
2021,325,Presbyterian,BSth,0,0,-14.17,91.3,105.5,66.1,-0.057,-7.2,98.8,106,-11.28
2021,326,Hampton,BSth,0,0,-14.44,95.6,110,70.8,0.118,-8,98.4,106.4,-4.28
2021,327,Air Force,MWC,0,0,-15.24,95.1,110.4,63.1,0.028,3.79,104.4,100.6,-4.21
2021,328,San Jose St.,MWC,0,0,-15.32,96.4,111.7,72,0.006,5.64,103.9,98.2,0.62
2021,329,Central Arkansas,Slnd,0,0,-15.35,98,113.4,71.2,-0.018,0.89,102.5,101.6,19.82
2021,330,Portland,WCC,0,0,-15.36,96.6,111.9,71.4,0.054,6.47,105.7,99.2,-0.76
2021,331,Northern Arizona,BSky,0,0,-15.49,98.5,114,64.6,0.051,-1.16,102,103.2,11.17
2021,332,Lehigh,Pat,0,0,-15.55,92.6,108.2,70.4,0.063,-5.86,101,106.9,-99
2021,333,Dixie St.,WAC,0,0,-15.7,91.4,107.1,73.5,0.07,-4.32,100.3,104.7,-4.24
2021,334,Northern Illinois,MAC,0,0,-16.32,94.2,110.5,65.6,-0.003,2.75,105.4,102.6,-5.57
2021,335,Cal Poly,BW,0,0,-16.65,90.1,106.8,67.3,0.021,0.39,102.1,101.7,-1.73
2021,336,Kennesaw St.,ASun,0,0,-16.84,88,104.9,69.7,-0.088,-2.72,102.6,105.4,8.24
2021,337,Southeastern Louisiana,Slnd,0,0,-16.93,93.5,110.4,68.9,0.043,-5.98,99.9,105.9,4.3
2021,338,Charleston Southern,BSth,0,0,-17.17,90.6,107.8,70,-0.049,-3.88,100.6,104.5,0.98
2021,339,Central Connecticut,NEC,0,0,-17.38,93.6,110.9,70.7,0.003,-6.08,99.3,105.4,7.32
2021,340,McNeese St.,Slnd,0,0,-17.73,96.4,114.1,68.9,-0.09,-10.12,97.2,107.3,6.08
2021,341,Alcorn St.,SWAC,0,0,-17.8,92.6,110.4,69.4,-0.023,-10.15,95.1,105.2,21.07
2021,342,Houston Baptist,Slnd,0,0,-18.14,93,111.2,72.9,-0.003,-4.08,100.1,104.1,10
2021,343,Incarnate Word,Slnd,0,0,-18.31,94,112.4,65,-0.049,-8.21,97.8,106,6.28
2021,344,Maine,AE,0,0,-18.4,86.6,105,65,0.028,-1.38,100.8,102.2,6.13
2021,345,Texas A&M Corpus Chris,Slnd,0,0,-18.58,90,108.6,70,-0.093,-4.57,98.7,103.2,2.89
2021,346,Denver,Sum,0,0,-18.69,94,112.7,71.3,-0.105,-5.13,100.6,105.7,-7.2
2021,347,Tennessee Martin,OVC,0,0,-19.82,93,112.8,67.8,0.122,-3.31,100.9,104.2,-1.99
2021,348,Alabama A&M,SWAC,0,0,-20.41,85.1,105.6,67.8,0.018,-13.39,92.9,106.3,-6.14
2021,349,Bethune Cookman,MEAC,0,0,-20.66,91.2,111.8,72.6,0,-99,0,200,-99
2021,350,Arkansas Pine Bluff,SWAC,0,0,-23.03,91.6,114.6,67.3,-0.086,-4.91,96.8,101.7,14.9
2021,351,South Carolina St.,MEAC,0,0,-23.61,87.9,111.5,72.1,-0.109,-4.76,98.4,103.1,1.59
2021,352,Idaho,BSky,0,0,-23.89,90,113.9,67.2,-0.021,-2.31,101.9,104.2,11.32
2021,353,Delaware St.,MEAC,0,0,-24.2,90.8,115,73.8,-0.064,-5.48,98.5,104,1.9
2021,354,Alabama St.,SWAC,0,0,-25.47,84.7,110.2,71.1,-0.049,-15.89,90.9,106.8,-99
2021,355,Maryland Eastern Shore,MEAC,0,0,-25.73,84.9,110.7,68.1,0,-99,0,200,-99
2021,356,Chicago St.,WAC,0,0,-28.31,89.1,117.4,67.9,-0.006,7.89,106.4,98.5,7.89
2021,357,Mississippi Valley St.,SWAC,0,0,-40.88,79.6,120.5,71.4,0.04,-5.59,96.8,102.4,14.36
